homeGame,score_differential,oneScoreGame,period,seconds_remaining,secondsInHalf,yardsToGoal,down,distance,play_type
TRUE,-4,TRUE,2,1990,190,75,1,10,Pass
FALSE,-17,FALSE,3,1497,1497,56,1,10,Pass
FALSE,10,FALSE,3,1317,1317,51,3,8,Pass
TRUE,4,TRUE,4,893,893,45,2,6,Pass
FALSE,-41,FALSE,4,101,101,62,3,7,Pass
TRUE,-36,FALSE,3,1512,1512,82,1,10,Pass
FALSE,22,FALSE,2,2127,327,63,2,19,Pass
TRUE,27,FALSE,4,750,750,32,1,10,Pass
FALSE,-21,FALSE,2,2469,669,63,2,10,Pass
FALSE,-6,TRUE,2,2113,313,62,2,10,Pass
TRUE,-7,TRUE,1,3211,1411,90,2,7,Pass
TRUE,-7,TRUE,1,2892,1092,57,3,14,Pass
FALSE,0,TRUE,1,3600,1800,72,1,10,Pass
FALSE,0,TRUE,2,2690,890,32,2,8,Pass
TRUE,-35,FALSE,4,642,642,73,3,8,Pass
FALSE,-7,TRUE,3,1481,1481,89,2,11,Pass
TRUE,25,FALSE,3,1120,1120,75,1,10,Pass
TRUE,11,FALSE,3,936,936,64,2,1,Pass
TRUE,3,TRUE,4,147,147,88,1,15,Pass
TRUE,-14,FALSE,2,2616,816,67,2,15,Pass
FALSE,26,FALSE,2,2027,227,63,2,7,Pass
TRUE,40,FALSE,4,669,669,64,3,16,Pass
TRUE,-18,FALSE,4,114,114,24,3,14,Pass
FALSE,3,TRUE,3,1800,1800,87,2,7,Pass
TRUE,21,FALSE,3,1770,1770,69,2,4,Pass
TRUE,0,TRUE,3,1206,1206,82,1,10,Pass
FALSE,0,TRUE,1,3471,1671,60,2,8,Pass
TRUE,22,FALSE,3,1203,1203,29,2,7,Pass
FALSE,48,FALSE,4,636,636,46,3,5,Pass
TRUE,16,FALSE,3,1060,1060,75,1,10,Pass
FALSE,27,FALSE,2,2097,297,70,3,8,Pass
FALSE,12,FALSE,2,1900,100,51,1,10,Pass
TRUE,0,TRUE,2,2531,731,42,1,15,Pass
TRUE,-14,FALSE,1,3129,1329,72,2,7,Pass
TRUE,-7,TRUE,1,3419,1619,57,2,4,Pass
FALSE,7,TRUE,1,3341,1541,89,1,10,Pass
FALSE,3,TRUE,1,3081,1281,52,1,10,Pass
TRUE,7,TRUE,1,2993,1193,40,4,3,Pass
TRUE,14,FALSE,2,2686,886,36,1,10,Pass
TRUE,10,FALSE,2,2586,786,50,2,10,Pass
FALSE,-10,FALSE,2,2700,900,50,2,16,Pass
TRUE,-13,FALSE,1,2812,1012,53,3,1,Pass
FALSE,-3,TRUE,2,2276,476,10,3,8,Pass
FALSE,-18,FALSE,3,1405,1405,75,1,10,Pass
FALSE,10,FALSE,3,1248,1248,43,2,10,Pass
TRUE,21,FALSE,4,210,210,61,2,16,Pass
TRUE,28,FALSE,2,1837,37,13,1,10,Pass
TRUE,18,FALSE,4,619,619,36,1,10,Pass
FALSE,0,TRUE,2,1869,69,26,1,10,Pass
FALSE,7,TRUE,3,1534,1534,65,2,11,Pass
TRUE,5,TRUE,3,1224,1224,42,3,8,Pass
TRUE,10,FALSE,2,2081,281,56,1,19,Pass
TRUE,21,FALSE,2,2204,404,45,2,11,Pass
FALSE,0,TRUE,1,2984,1184,40,1,10,Pass
TRUE,-14,FALSE,2,2631,831,74,2,9,Pass
FALSE,7,TRUE,1,3274,1474,50,1,10,Pass
TRUE,7,TRUE,1,2987,1187,77,1,10,Pass
TRUE,0,TRUE,2,2673,873,9,3,9,Pass
TRUE,0,TRUE,1,2990,1190,59,2,1,Pass
TRUE,-6,TRUE,1,3034,1234,35,1,10,Pass
TRUE,0,TRUE,2,2579,779,13,1,10,Pass
TRUE,10,FALSE,1,3027,1227,59,1,10,Pass
TRUE,-45,FALSE,3,1056,1056,70,2,5,Pass
FALSE,-7,TRUE,1,3223,1423,51,2,3,Pass
FALSE,-6,TRUE,2,2417,617,42,2,2,Pass
TRUE,-4,TRUE,2,2206,406,82,3,17,Pass
TRUE,22,FALSE,2,2293,493,63,2,7,Pass
TRUE,-13,FALSE,3,1722,1722,54,2,10,Pass
FALSE,-14,FALSE,3,1691,1691,71,3,8,Pass
FALSE,-24,FALSE,4,745,745,75,1,10,Pass
TRUE,3,TRUE,3,1169,1169,29,4,3,Pass
TRUE,-14,FALSE,4,151,151,89,1,10,Pass
FALSE,-7,TRUE,1,3600,1800,74,2,9,Pass
FALSE,-7,TRUE,1,3374,1574,54,2,11,Pass
FALSE,-14,FALSE,1,3113,1313,30,2,7,Pass
FALSE,0,TRUE,1,3066,1266,33,1,10,Pass
FALSE,-7,TRUE,1,3525,1725,71,3,6,Pass
TRUE,28,FALSE,3,1473,1473,72,2,6,Pass
TRUE,-38,FALSE,4,727,727,87,3,8,Pass
FALSE,-35,FALSE,3,1743,1743,69,3,14,Pass
FALSE,-4,TRUE,3,1678,1678,69,3,6,Pass
FALSE,32,FALSE,3,1075,1075,60,3,5,Pass
TRUE,10,FALSE,3,1435,1435,50,1,10,Pass
TRUE,-6,TRUE,3,1416,1416,38,1,10,Pass
TRUE,-21,FALSE,2,2469,669,64,1,10,Pass
FALSE,-7,TRUE,1,3515,1715,52,2,5,Pass
FALSE,-14,FALSE,1,3324,1524,45,2,9,Pass
FALSE,-7,TRUE,1,3561,1761,79,2,14,Pass
FALSE,-4,TRUE,1,3060,1260,59,3,5,Pass
TRUE,-7,TRUE,1,3228,1428,50,4,2,Pass
FALSE,-17,FALSE,3,1243,1243,3,3,3,Pass
FALSE,28,FALSE,4,111,111,65,2,10,Pass
FALSE,-45,FALSE,4,429,429,60,1,10,Pass
FALSE,-21,FALSE,3,1670,1670,52,3,8,Pass
FALSE,3,TRUE,3,1500,1500,67,2,10,Pass
FALSE,-22,FALSE,2,2373,573,55,3,5,Pass
FALSE,-28,FALSE,4,583,583,67,3,8,Pass
FALSE,-7,TRUE,2,2592,792,46,1,10,Pass
FALSE,-21,FALSE,1,2897,1097,57,2,11,Pass
FALSE,-21,FALSE,4,689,689,45,3,10,Pass
FALSE,-24,FALSE,2,1860,60,23,2,12,Pass
TRUE,-7,TRUE,2,2403,603,67,2,10,Pass
TRUE,-6,TRUE,3,1606,1606,78,3,6,Pass
FALSE,-19,FALSE,4,719,719,94,3,14,Pass
FALSE,-7,TRUE,1,3118,1318,72,2,10,Pass
TRUE,-4,TRUE,1,2989,1189,82,1,10,Pass
TRUE,-6,TRUE,1,3193,1393,48,2,10,Pass
FALSE,-28,FALSE,2,2173,373,71,3,6,Pass
FALSE,-4,TRUE,3,1208,1208,90,1,10,Pass
FALSE,-19,FALSE,4,367,367,75,1,10,Pass
TRUE,-7,TRUE,2,1860,60,53,2,4,Pass
TRUE,-7,TRUE,1,2969,1169,81,3,15,Pass
FALSE,-28,FALSE,2,1983,183,32,2,11,Pass
TRUE,-7,TRUE,1,3545,1745,61,3,8,Pass
FALSE,-14,FALSE,1,3274,1474,68,3,3,Pass
FALSE,-21,FALSE,2,2457,657,84,2,10,Pass
FALSE,-1,TRUE,2,2193,393,25,3,5,Pass
FALSE,-16,FALSE,2,1818,18,66,2,1,Pass
FALSE,-31,FALSE,4,772,772,70,3,5,Pass
FALSE,-42,FALSE,3,1479,1479,62,3,4,Pass
FALSE,-19,FALSE,4,742,742,77,2,13,Pass
FALSE,-15,FALSE,4,208,208,82,3,8,Pass
TRUE,-7,TRUE,1,3036,1236,97,3,8,Pass
FALSE,-35,FALSE,4,675,675,75,1,10,Pass
TRUE,-15,FALSE,4,87,87,66,1,10,Pass
FALSE,-4,TRUE,3,1790,1790,75,1,10,Pass
FALSE,-30,FALSE,4,241,241,4,1,4,Pass
TRUE,-17,FALSE,4,842,842,80,1,10,Pass
FALSE,-10,FALSE,2,2398,598,91,2,13,Pass
TRUE,-28,FALSE,2,2021,221,30,3,11,Pass
FALSE,-11,FALSE,1,2980,1180,92,3,6,Pass
TRUE,-41,FALSE,2,1807,7,24,3,3,Pass
FALSE,-7,TRUE,4,407,407,79,3,4,Pass
TRUE,-7,TRUE,2,1911,111,95,3,25,Pass
FALSE,-34,FALSE,3,1182,1182,94,2,6,Pass
FALSE,-17,FALSE,2,1923,123,87,1,10,Pass
FALSE,-49,FALSE,4,583,583,79,2,10,Pass
FALSE,-23,FALSE,4,146,146,74,4,9,Pass
FALSE,-28,FALSE,2,1919,119,76,3,6,Pass
TRUE,31,FALSE,4,293,293,45,2,13,Pass
TRUE,-28,FALSE,4,849,849,52,1,10,Pass
FALSE,-11,FALSE,2,1936,136,76,2,10,Pass
TRUE,2,TRUE,3,1086,1086,70,2,22,Pass
TRUE,2,TRUE,3,1086,1086,70,2,22,Pass
TRUE,-3,TRUE,4,278,278,41,3,6,Pass
TRUE,-7,TRUE,2,1911,111,91,3,12,Pass
TRUE,-17,FALSE,2,2461,661,50,3,9,Pass
FALSE,-32,FALSE,4,500,500,80,3,10,Pass
TRUE,1,TRUE,4,293,293,45,3,10,Pass
TRUE,6,TRUE,3,1321,1321,65,3,3,Pass
FALSE,-42,FALSE,4,580,580,32,1,10,Pass
FALSE,-7,TRUE,1,3252,1452,87,1,10,Pass
FALSE,-7,TRUE,2,2694,894,94,2,7,Pass
TRUE,-7,TRUE,1,3519,1719,33,4,9,Pass
FALSE,-15,FALSE,3,1668,1668,56,2,8,Pass
TRUE,-23,FALSE,3,962,962,44,3,6,Pass
FALSE,-28,FALSE,2,2152,352,97,1,10,Pass
TRUE,-17,FALSE,4,82,82,1,3,1,Pass
TRUE,-7,TRUE,3,993,993,72,2,13,Pass
TRUE,-14,FALSE,1,2798,998,75,3,10,Pass
FALSE,-7,TRUE,2,1938,138,75,3,3,Pass
TRUE,-1,TRUE,3,1423,1423,38,1,10,Pass
FALSE,-24,FALSE,4,881,881,70,3,5,Pass
FALSE,-36,FALSE,4,8,8,41,1,10,Pass
TRUE,4,TRUE,4,763,763,7,3,5,Pass
TRUE,-13,FALSE,1,3367,1567,81,3,16,Pass
FALSE,-21,FALSE,1,2951,1151,68,1,10,Pass
FALSE,-7,TRUE,1,3323,1523,73,3,8,Pass
TRUE,-7,TRUE,1,3309,1509,70,3,8,Pass
FALSE,-24,FALSE,2,2509,709,81,3,10,Pass
FALSE,-41,FALSE,3,900,900,7,3,7,Pass
TRUE,0,TRUE,1,3415,1615,52,3,7,Pass
FALSE,0,TRUE,1,3251,1451,14,2,8,Pass
FALSE,0,TRUE,1,3006,1206,48,2,5,Pass
TRUE,0,TRUE,1,3170,1370,83,1,10,Pass
TRUE,0,TRUE,1,2968,1168,38,1,10,Pass
TRUE,0,TRUE,1,2761,961,48,3,10,Pass
FALSE,-7,TRUE,2,2398,598,75,1,10,Pass
FALSE,0,TRUE,1,3600,1800,33,3,8,Pass
FALSE,0,TRUE,1,3600,1800,33,2,8,Pass
FALSE,-3,TRUE,1,3489,1689,16,3,6,Pass
TRUE,-3,TRUE,1,3489,1689,70,1,10,Pass
TRUE,0,TRUE,1,3151,1351,50,1,10,Pass
TRUE,-7,TRUE,1,2896,1096,75,1,10,Pass
FALSE,-7,TRUE,1,2896,1096,46,1,10,Pass
FALSE,-7,TRUE,2,2700,900,33,2,7,Pass
FALSE,4,TRUE,2,2647,847,71,3,8,Pass
TRUE,-4,TRUE,2,2549,749,42,2,12,Pass
FALSE,4,TRUE,2,2350,550,36,2,10,Pass
TRUE,4,TRUE,2,2350,550,36,1,10,Pass
TRUE,0,TRUE,1,3539,1739,63,1,10,Pass
FALSE,-7,TRUE,1,3228,1428,73,3,8,Pass
TRUE,7,TRUE,1,3150,1350,30,1,10,Pass
FALSE,7,TRUE,1,2984,1184,2,3,2,Pass
FALSE,-7,TRUE,1,2908,1108,22,2,9,Pass
TRUE,-7,TRUE,1,2902,1102,22,3,9,Pass
TRUE,-11,FALSE,1,2759,959,58,2,2,Pass
TRUE,11,FALSE,2,2548,748,88,1,10,Pass
FALSE,-11,FALSE,2,2209,409,59,3,7,Pass
TRUE,-3,TRUE,1,3265,1465,79,1,10,Pass
TRUE,-4,TRUE,2,2555,755,94,2,13,Pass
FALSE,-4,TRUE,2,2311,511,25,3,7,Pass
FALSE,1,TRUE,2,2220,420,60,3,3,Pass
TRUE,0,TRUE,1,3600,1800,17,1,10,Pass
FALSE,-7,TRUE,1,3429,1629,75,3,15,Pass
TRUE,7,TRUE,1,3338,1538,44,3,9,Pass
FALSE,0,TRUE,2,2161,361,76,2,11,Pass
FALSE,0,TRUE,2,2161,361,50,3,6,Pass
FALSE,0,TRUE,1,3592,1792,75,1,10,Pass
TRUE,-14,FALSE,1,3134,1334,78,2,13,Pass
FALSE,-14,FALSE,1,3132,1332,78,3,13,Pass
FALSE,14,FALSE,1,3040,1240,41,1,10,Pass
TRUE,0,TRUE,1,3554,1754,74,3,9,Pass
FALSE,0,TRUE,1,3396,1596,76,3,8,Pass
FALSE,0,TRUE,1,3328,1528,63,1,10,Pass
TRUE,-7,TRUE,2,2658,858,36,2,16,Pass
FALSE,7,TRUE,2,2442,642,33,4,8,Pass
TRUE,7,TRUE,2,2484,684,44,2,19,Pass
TRUE,-7,TRUE,2,2374,574,51,3,9,Pass
FALSE,0,TRUE,1,3600,1800,43,1,10,Pass
FALSE,-7,TRUE,1,3311,1511,34,1,10,Pass
TRUE,7,TRUE,1,3148,1348,35,3,7,Pass
FALSE,7,TRUE,1,3148,1348,38,1,10,Pass
FALSE,-7,TRUE,1,3016,1216,61,2,3,Pass
TRUE,-7,TRUE,1,3016,1216,61,3,3,Pass
TRUE,0,TRUE,1,3600,1800,71,3,6,Pass
TRUE,0,TRUE,1,3515,1715,6,1,6,Pass
FALSE,-7,TRUE,1,3244,1444,66,2,1,Pass
TRUE,7,TRUE,1,3166,1366,74,1,10,Pass
FALSE,-14,FALSE,1,2899,1099,65,3,16,Pass
TRUE,-14,FALSE,2,2686,886,2,3,2,Pass
TRUE,0,TRUE,1,3404,1604,15,3,7,Pass
FALSE,0,TRUE,1,2901,1101,34,1,10,Pass
FALSE,-7,TRUE,1,2849,1049,83,2,8,Pass
TRUE,7,TRUE,1,2700,900,36,3,10,Pass
FALSE,-7,TRUE,2,2466,666,30,3,18,Pass
TRUE,7,TRUE,2,2426,626,66,2,6,Pass
FALSE,7,TRUE,2,2372,572,51,2,10,Pass
FALSE,0,TRUE,1,3600,1800,75,1,10,Pass
TRUE,0,TRUE,1,3585,1785,15,2,2,Pass
FALSE,-7,TRUE,1,3415,1615,55,1,10,Pass
TRUE,-7,TRUE,1,3415,1615,62,2,4,Pass
TRUE,0,TRUE,1,2827,1027,46,1,10,Pass
TRUE,-7,TRUE,2,2700,900,46,3,10,Pass
FALSE,-7,TRUE,2,2700,900,46,2,10,Pass
FALSE,-7,TRUE,2,2700,900,46,1,10,Pass
FALSE,-7,TRUE,2,2700,900,74,2,9,Pass
FALSE,-7,TRUE,2,2383,583,70,2,10,Pass
FALSE,-7,TRUE,2,2383,583,70,1,10,Pass
FALSE,-7,TRUE,2,2383,583,57,2,8,Pass
FALSE,0,TRUE,2,1814,14,2,1,2,Pass
TRUE,0,TRUE,2,1814,14,3,2,3,Pass
TRUE,0,TRUE,2,1991,191,25,1,10,Pass
TRUE,0,TRUE,2,1991,191,25,2,10,Pass
TRUE,0,TRUE,1,3488,1688,59,3,4,Pass
TRUE,0,TRUE,1,3422,1622,76,3,4,Pass
FALSE,0,TRUE,1,3277,1477,37,1,10,Pass
TRUE,7,TRUE,1,3000,1200,42,1,10,Pass
TRUE,14,FALSE,2,2525,725,39,3,4,Pass
TRUE,7,TRUE,1,3084,1284,89,1,10,Pass
FALSE,-14,FALSE,2,2593,793,41,1,10,Pass
TRUE,-21,FALSE,2,2168,368,25,1,10,Pass
TRUE,18,FALSE,2,1887,87,65,1,10,Pass
FALSE,18,FALSE,2,1882,82,65,2,10,Pass
FALSE,18,FALSE,2,1877,77,65,3,10,Pass
FALSE,-18,FALSE,2,1834,34,55,2,1,Pass
TRUE,0,TRUE,1,3531,1731,58,3,3,Pass
TRUE,0,TRUE,1,3417,1617,6,1,6,Pass
TRUE,-7,TRUE,1,3219,1419,61,2,21,Pass
FALSE,7,TRUE,1,3115,1315,73,1,10,Pass
TRUE,-7,TRUE,1,3104,1304,41,1,10,Pass
FALSE,-7,TRUE,1,3075,1275,36,3,5,Pass
FALSE,-14,FALSE,1,3002,1202,52,1,10,Pass
FALSE,14,FALSE,2,2628,828,52,3,8,Pass
TRUE,0,TRUE,1,3600,1800,72,2,7,Pass
FALSE,-7,TRUE,1,3408,1608,92,3,18,Pass
FALSE,7,TRUE,1,3304,1504,23,1,10,Pass
TRUE,-14,FALSE,1,3193,1393,45,2,6,Pass
FALSE,-14,FALSE,1,3193,1393,23,2,6,Pass
FALSE,7,TRUE,1,2897,1097,59,2,10,Pass
TRUE,7,TRUE,1,2897,1097,59,1,10,Pass
TRUE,-7,TRUE,1,2802,1002,66,3,6,Pass
FALSE,7,TRUE,1,2728,928,59,1,20,Pass
TRUE,0,TRUE,1,3600,1800,50,3,1,Pass
TRUE,0,TRUE,1,3444,1644,54,1,10,Pass
FALSE,0,TRUE,1,3444,1644,54,3,10,Pass
FALSE,0,TRUE,1,2995,1195,84,3,6,Pass
FALSE,0,TRUE,1,2827,1027,29,1,14,Pass
TRUE,0,TRUE,1,2827,1027,25,3,10,Pass
TRUE,-3,TRUE,2,2161,361,85,2,7,Pass
FALSE,3,TRUE,2,2078,278,41,4,1,Pass
TRUE,3,TRUE,2,2078,278,41,3,1,Pass
TRUE,7,TRUE,2,2661,861,38,1,10,Pass
TRUE,7,TRUE,2,2661,861,34,1,10,Pass
TRUE,-7,TRUE,2,2516,716,27,2,9,Pass
FALSE,-7,TRUE,2,2516,716,27,3,9,Pass
FALSE,7,TRUE,2,2366,566,73,1,10,Pass
TRUE,0,TRUE,1,3487,1687,51,2,4,Pass
TRUE,0,TRUE,1,3487,1687,28,2,6,Pass
TRUE,7,TRUE,1,3186,1386,28,1,10,Pass
TRUE,-21,FALSE,2,2610,810,72,2,11,Pass
FALSE,-28,FALSE,2,2175,375,47,3,10,Pass
FALSE,28,FALSE,2,2037,237,20,3,6,Pass
TRUE,0,TRUE,1,3592,1792,83,1,10,Pass
FALSE,-7,TRUE,1,3335,1535,76,3,16,Pass
FALSE,7,TRUE,1,3150,1350,32,3,12,Pass
TRUE,-21,FALSE,2,2278,478,81,1,10,Pass
FALSE,0,TRUE,1,3516,1716,44,1,10,Pass
TRUE,0,TRUE,1,3041,1241,31,2,10,Pass
TRUE,0,TRUE,1,2935,1135,12,3,7,Pass
TRUE,0,TRUE,1,3045,1245,31,1,10,Pass
TRUE,-3,TRUE,2,2625,825,6,3,6,Pass
FALSE,-3,TRUE,1,2830,1030,56,1,10,Pass
FALSE,0,TRUE,2,2545,745,68,3,3,Pass
TRUE,0,TRUE,2,2499,699,82,2,6,Pass
FALSE,-7,TRUE,2,2375,575,91,1,10,Pass
TRUE,-7,TRUE,2,2335,535,89,3,8,Pass
TRUE,-14,FALSE,2,2130,330,73,3,8,Pass
TRUE,0,TRUE,1,3600,1800,48,1,10,Pass
FALSE,0,TRUE,1,3600,1800,75,1,10,Pass
FALSE,0,TRUE,1,3600,1800,88,1,10,Pass
FALSE,0,TRUE,1,3225,1425,6,3,6,Pass
TRUE,0,TRUE,1,3225,1425,6,2,6,Pass
TRUE,-3,TRUE,1,3064,1264,88,3,7,Pass
FALSE,3,TRUE,1,2989,1189,32,1,10,Pass
TRUE,-10,FALSE,2,2700,900,50,1,10,Pass
FALSE,-10,FALSE,2,2700,900,54,3,14,Pass
FALSE,10,FALSE,2,2533,733,86,2,7,Pass
TRUE,-10,FALSE,2,2373,573,77,3,11,Pass
FALSE,-7,TRUE,1,3250,1450,29,1,10,Pass
FALSE,7,TRUE,1,3002,1202,40,3,3,Pass
TRUE,7,TRUE,1,3137,1337,68,2,4,Pass
TRUE,-7,TRUE,1,2910,1110,50,1,10,Pass
FALSE,-7,TRUE,1,2939,1139,76,2,11,Pass
FALSE,7,TRUE,2,2700,900,45,2,5,Pass
TRUE,-21,FALSE,2,2388,588,71,2,6,Pass
FALSE,-21,FALSE,2,2187,387,22,2,11,Pass
FALSE,21,FALSE,2,2083,283,68,3,2,Pass
TRUE,7,TRUE,1,3133,1333,23,1,10,Pass
TRUE,14,FALSE,1,2813,1013,62,2,3,Pass
TRUE,14,FALSE,1,2813,1013,51,3,3,Pass
TRUE,14,FALSE,1,2813,1013,51,2,3,Pass
TRUE,-14,FALSE,2,2700,900,91,3,13,Pass
FALSE,14,FALSE,2,2686,886,64,1,10,Pass
TRUE,-14,FALSE,2,2614,814,74,3,4,Pass
FALSE,-14,FALSE,2,2614,814,80,1,10,Pass
FALSE,0,TRUE,1,3373,1573,36,1,10,Pass
TRUE,0,TRUE,1,3135,1335,50,1,10,Pass
TRUE,0,TRUE,1,2980,1180,47,3,7,Pass
TRUE,-7,TRUE,2,2700,900,21,3,9,Pass
TRUE,-7,TRUE,2,2700,900,21,2,9,Pass
TRUE,0,TRUE,1,3600,1800,8,1,8,Pass
TRUE,-7,TRUE,1,3413,1613,75,1,10,Pass
FALSE,-7,TRUE,1,3413,1613,60,1,10,Pass
FALSE,4,TRUE,1,3089,1289,12,1,10,Pass
TRUE,11,FALSE,1,2850,1050,12,1,10,Pass
TRUE,18,FALSE,2,2470,670,65,3,10,Pass
TRUE,18,FALSE,2,2470,670,65,1,10,Pass
TRUE,-18,FALSE,2,2412,612,82,2,15,Pass
FALSE,18,FALSE,2,2204,404,12,2,10,Pass
TRUE,18,FALSE,2,2204,404,18,2,1,Pass
TRUE,18,FALSE,2,2204,404,12,3,10,Pass
TRUE,0,TRUE,1,3493,1693,30,2,7,Pass
FALSE,0,TRUE,1,3493,1693,30,3,7,Pass
FALSE,-3,TRUE,1,3284,1484,5,3,5,Pass
TRUE,-7,TRUE,1,2855,1055,73,3,6,Pass
TRUE,-7,TRUE,1,2855,1055,77,1,10,Pass
TRUE,0,TRUE,2,2481,681,49,1,10,Pass
TRUE,0,TRUE,2,2481,681,31,4,4,Pass
TRUE,0,TRUE,1,3600,1800,38,2,5,Pass
TRUE,0,TRUE,1,3600,1800,36,4,3,Pass
TRUE,0,TRUE,1,3187,1387,6,2,6,Pass
TRUE,0,TRUE,1,3187,1387,40,2,4,Pass
TRUE,-3,TRUE,2,2700,900,41,1,10,Pass
FALSE,-4,TRUE,2,2514,714,62,2,5,Pass
TRUE,-3,TRUE,2,2099,299,52,3,5,Pass
FALSE,-3,TRUE,2,2300,500,63,2,6,Pass
FALSE,3,TRUE,2,2039,239,71,3,1,Pass
TRUE,0,TRUE,1,3600,1800,43,3,5,Pass
TRUE,0,TRUE,1,3600,1800,48,1,10,Pass
TRUE,0,TRUE,1,3600,1800,48,2,10,Pass
TRUE,-7,TRUE,1,3366,1566,72,3,7,Pass
FALSE,7,TRUE,1,3291,1491,81,2,11,Pass
TRUE,-7,TRUE,1,3215,1415,81,1,10,Pass
FALSE,-7,TRUE,1,3215,1415,81,2,10,Pass
FALSE,7,TRUE,1,3128,1328,14,2,11,Pass
TRUE,14,FALSE,1,3012,1212,4,1,4,Pass
TRUE,0,TRUE,1,3408,1608,15,2,7,Pass
TRUE,0,TRUE,1,3505,1705,30,2,11,Pass
TRUE,-7,TRUE,1,3228,1428,76,3,12,Pass
FALSE,7,TRUE,1,3108,1308,36,1,10,Pass
TRUE,-7,TRUE,1,3025,1225,73,1,10,Pass
FALSE,7,TRUE,1,2895,1095,46,1,10,Pass
TRUE,-7,TRUE,1,2701,901,67,3,8,Pass
FALSE,7,TRUE,2,2660,860,20,3,6,Pass
TRUE,7,TRUE,2,2690,890,24,1,10,Pass
TRUE,10,FALSE,2,2425,625,29,2,18,Pass
TRUE,10,FALSE,2,2405,605,29,3,18,Pass
TRUE,10,FALSE,2,2475,675,36,2,10,Pass
TRUE,-7,TRUE,1,3210,1410,20,1,10,Pass
TRUE,-7,TRUE,1,3160,1360,16,3,6,Pass
TRUE,4,TRUE,1,3068,1268,56,2,8,Pass
FALSE,4,TRUE,1,2775,975,97,2,12,Pass
FALSE,4,TRUE,1,2769,969,97,3,12,Pass
FALSE,-3,TRUE,1,2716,916,80,1,15,Pass
FALSE,0,TRUE,1,3396,1596,43,2,7,Pass
FALSE,0,TRUE,1,3075,1275,42,3,8,Pass
FALSE,0,TRUE,1,3075,1275,44,1,10,Pass
FALSE,0,TRUE,1,2997,1197,73,1,10,Pass
TRUE,-7,TRUE,2,2392,592,69,3,4,Pass
FALSE,0,TRUE,1,3517,1717,69,2,14,Pass
TRUE,-7,TRUE,1,3308,1508,52,3,6,Pass
FALSE,-7,TRUE,1,3381,1581,52,2,6,Pass
FALSE,7,TRUE,1,3234,1434,91,3,12,Pass
TRUE,-7,TRUE,1,3162,1362,26,1,10,Pass
FALSE,-7,TRUE,1,3217,1417,46,1,15,Pass
FALSE,0,TRUE,1,2981,1181,54,2,10,Pass
TRUE,0,TRUE,1,2931,1131,49,4,5,Pass
TRUE,0,TRUE,2,2407,607,1,1,1,Pass
TRUE,0,TRUE,1,3346,1546,37,3,4,Pass
TRUE,0,TRUE,1,3309,1509,60,2,6,Pass
FALSE,0,TRUE,1,3256,1456,45,3,9,Pass
TRUE,0,TRUE,1,3261,1461,45,2,9,Pass
TRUE,0,TRUE,1,3181,1381,82,3,2,Pass
FALSE,0,TRUE,2,2026,226,14,1,10,Pass
TRUE,-7,TRUE,2,1846,46,34,3,6,Pass
FALSE,-7,TRUE,2,1840,40,34,4,6,Pass
FALSE,-7,TRUE,1,3483,1683,75,1,10,Pass
FALSE,-14,FALSE,1,3338,1538,74,2,9,Pass
FALSE,-21,FALSE,1,3178,1378,83,3,10,Pass
FALSE,21,FALSE,1,3137,1337,37,2,1,Pass
TRUE,28,FALSE,1,2861,1061,54,3,8,Pass
TRUE,0,TRUE,1,3594,1794,75,1,10,Pass
FALSE,0,TRUE,1,3450,1650,3,2,3,Pass
TRUE,3,TRUE,1,3220,1420,35,3,10,Pass
TRUE,3,TRUE,1,3260,1460,35,1,10,Pass
TRUE,-6,TRUE,1,3210,1410,75,1,10,Pass
FALSE,-20,FALSE,1,2764,964,71,2,6,Pass
FALSE,-7,TRUE,1,3277,1477,75,1,10,Pass
TRUE,7,TRUE,1,3191,1391,42,2,10,Pass
FALSE,7,TRUE,1,3191,1391,42,1,10,Pass
FALSE,-7,TRUE,1,3128,1328,95,2,6,Pass
TRUE,7,TRUE,1,2929,1129,15,3,15,Pass
FALSE,-10,FALSE,1,2825,1025,77,2,12,Pass
TRUE,10,FALSE,2,2586,786,50,1,10,Pass
FALSE,0,TRUE,1,3406,1606,30,3,13,Pass
FALSE,0,TRUE,1,3600,1800,39,1,10,Pass
FALSE,0,TRUE,1,3600,1800,39,2,10,Pass
FALSE,-14,FALSE,1,3273,1473,38,3,2,Pass
TRUE,7,TRUE,1,2874,1074,68,2,3,Pass
FALSE,7,TRUE,1,2852,1052,45,1,10,Pass
FALSE,-14,FALSE,2,2700,900,33,2,5,Pass
TRUE,7,TRUE,2,2479,679,51,3,7,Pass
FALSE,-7,TRUE,2,2467,667,85,1,10,Pass
TRUE,0,TRUE,2,2343,543,74,2,9,Pass
FALSE,0,TRUE,1,3233,1433,22,2,10,Pass
FALSE,0,TRUE,1,3100,1300,72,3,10,Pass
TRUE,0,TRUE,1,3100,1300,72,2,10,Pass
TRUE,0,TRUE,1,3040,1240,52,1,10,Pass
FALSE,0,TRUE,1,2917,1117,3,3,3,Pass
TRUE,-3,TRUE,2,2700,900,27,2,12,Pass
FALSE,-4,TRUE,2,2651,851,58,1,10,Pass
TRUE,0,TRUE,1,3545,1745,51,2,3,Pass
FALSE,0,TRUE,1,3465,1665,47,2,10,Pass
TRUE,-7,TRUE,1,3241,1441,32,1,10,Pass
