score_differential,oneScoreGame,period,seconds_remaining,secondsInHalf,yardsToGoal,down,distance,play_type
10,FALSE,3,1507,1507,11,2,11,Rush
10,FALSE,3,1507,1507,42,1,10,Rush
13,FALSE,3,1251,1251,23,1,10,Rush
13,FALSE,3,1251,1251,10,1,10,Rush
-20,FALSE,3,1171,1171,9,2,7,Rush
-20,FALSE,3,1171,1171,75,1,10,Rush
-20,FALSE,3,1171,1171,12,1,10,Rush
-20,FALSE,3,1171,1171,51,1,10,Rush
-20,FALSE,3,1171,1171,33,2,10,Rush
-20,FALSE,3,1171,1171,10,3,8,Rush
17,FALSE,3,983,983,69,1,10,Rush
17,FALSE,3,983,983,36,3,2,Rush
-17,FALSE,4,897,897,70,3,15,Rush
17,FALSE,4,824,824,62,2,17,Rush
-17,FALSE,4,664,664,59,1,10,Rush
-17,FALSE,4,664,664,57,2,8,Rush
17,FALSE,4,570,570,57,3,11,Rush
17,FALSE,4,570,570,56,2,10,Rush
-17,FALSE,4,477,477,85,1,10,Rush
-17,FALSE,4,477,477,57,1,10,Rush
-17,FALSE,4,477,477,48,2,1,Rush
-17,FALSE,4,477,477,76,2,1,Rush
17,FALSE,4,378,378,39,1,10,Rush
17,FALSE,4,378,378,25,1,10,Rush
17,FALSE,4,378,378,8,2,8,Rush
-24,FALSE,4,190,190,75,1,10,Rush
-24,FALSE,4,190,190,56,1,10,Rush
-24,FALSE,4,190,190,51,2,5,Rush
-24,FALSE,4,190,190,44,3,10,Rush
-24,FALSE,4,190,190,41,4,7,Rush
24,FALSE,4,60,60,63,2,9,Rush
24,FALSE,4,60,60,64,1,10,Rush
6,TRUE,2,2362,562,36,2,1,Rush
6,TRUE,2,2362,562,81,1,10,Rush
6,TRUE,2,2362,562,12,3,2,Rush
6,TRUE,2,2362,562,20,1,10,Rush
-9,FALSE,2,2129,329,75,1,10,Rush
9,FALSE,2,2072,272,62,3,12,Rush
9,FALSE,2,2072,272,50,1,10,Rush
9,FALSE,2,2072,272,70,1,20,Rush
9,FALSE,2,1833,33,10,1,10,Rush
-16,FALSE,2,1809,9,83,1,10,Rush
16,FALSE,3,1800,1800,91,1,18,Rush
16,FALSE,3,1800,1800,95,3,22,Rush
-16,FALSE,3,1800,1800,54,1,10,Rush
-16,FALSE,3,1800,1800,59,2,15,Rush
16,FALSE,3,1621,1621,23,1,10,Rush
16,FALSE,3,1621,1621,35,1,10,Rush
16,FALSE,3,1621,1621,51,4,5,Rush
16,FALSE,3,1621,1621,56,1,10,Rush
16,FALSE,3,1621,1621,74,2,1,Rush
-16,FALSE,3,1387,1387,42,1,10,Rush
-16,FALSE,3,1387,1387,52,1,10,Rush
-16,FALSE,3,1387,1387,56,2,1,Rush
-16,FALSE,3,1387,1387,65,1,10,Rush
-16,FALSE,3,1387,1387,68,3,1,Rush
-16,FALSE,3,1387,1387,77,1,10,Rush
8,FALSE,3,1196,1196,78,1,10,Rush
-8,FALSE,3,1080,1080,91,1,10,Rush
-8,FALSE,3,1080,1080,86,2,5,Rush
8,FALSE,3,1005,1005,6,1,6,Rush
8,FALSE,3,1005,1005,55,1,10,Rush
-11,FALSE,4,900,900,60,1,10,Rush
-11,FALSE,4,900,900,35,1,5,Rush
-11,FALSE,3,928,928,73,1,10,Rush
5,TRUE,4,772,772,55,2,1,Rush
-12,FALSE,4,643,643,46,1,10,Rush
12,FALSE,4,538,538,55,2,4,Rush
12,FALSE,4,538,538,61,1,10,Rush
-12,FALSE,4,441,441,10,1,10,Rush
5,TRUE,4,399,399,75,2,10,Rush
12,FALSE,4,232,232,30,1,10,Rush
12,FALSE,4,232,232,24,2,4,Rush
19,FALSE,4,114,114,36,2,12,Rush
19,FALSE,4,114,114,34,1,10,Rush
19,FALSE,4,114,114,45,1,10,Rush
-14,FALSE,2,2286,486,19,1,10,Rush
-14,FALSE,2,2165,365,1,3,1,Rush
-14,FALSE,2,2221,421,7,1,7,Rush
-14,FALSE,2,2255,455,13,2,4,Rush
-14,FALSE,2,2120,320,6,1,6,Rush
7,TRUE,2,2025,225,73,2,7,Rush
7,TRUE,2,2070,270,76,1,10,Rush
-7,TRUE,2,1920,120,54,1,10,Rush
-7,TRUE,2,1810,10,12,3,5,Rush
-7,TRUE,2,1829,29,22,3,1,Rush
-7,TRUE,2,1833,33,31,2,10,Rush
-7,TRUE,2,1845,45,35,3,2,Rush
-7,TRUE,2,1880,80,43,1,10,Rush
-7,TRUE,2,1957,157,72,1,10,Rush
-7,TRUE,2,1903,103,49,2,5,Rush
-4,TRUE,3,1785,1785,75,1,10,Rush
-4,TRUE,3,1752,1752,75,3,10,Rush
-4,TRUE,3,1710,1710,65,1,10,Rush
-4,TRUE,3,1685,1685,60,2,5,Rush
-4,TRUE,3,1650,1650,56,3,1,Rush
-4,TRUE,3,1448,1448,6,1,6,Rush
-4,TRUE,3,1493,1493,2,3,2,Rush
-4,TRUE,3,1524,1524,6,2,6,Rush
-4,TRUE,3,1560,1560,7,1,7,Rush
-3,TRUE,3,1250,1250,10,2,6,Rush
-3,TRUE,3,1290,1290,14,1,10,Rush
-3,TRUE,3,1324,1324,40,1,10,Rush
-3,TRUE,3,1362,1362,56,1,10,Rush
-4,TRUE,3,1160,1160,63,1,10,Rush
-4,TRUE,3,1140,1140,59,2,6,Rush
-4,TRUE,3,1200,1200,75,1,10,Rush
4,TRUE,3,930,930,41,2,10,Rush
4,TRUE,3,1060,1060,93,1,10,Rush
4,TRUE,4,855,855,29,1,10,Rush
4,TRUE,4,825,825,24,2,5,Rush
4,TRUE,3,1040,1040,88,2,5,Rush
4,TRUE,3,1020,1020,72,1,10,Rush
4,TRUE,3,977,977,58,1,10,Rush
-7,TRUE,4,573,573,36,1,10,Rush
-7,TRUE,4,690,690,63,2,10,Rush
-7,TRUE,4,620,620,49,1,10,Rush
0,TRUE,4,510,510,60,1,10,Rush
0,TRUE,4,420,420,43,1,10,Rush
0,TRUE,4,360,360,45,2,12,Rush
0,TRUE,4,255,255,99,2,10,Rush
0,TRUE,4,285,285,99,1,10,Rush
-7,TRUE,4,181,181,64,2,10,Rush
-7,TRUE,4,160,160,49,1,10,Rush
7,TRUE,4,36,36,67,2,12,Rush
7,TRUE,4,0,0,69,3,14,Rush
7,TRUE,4,38,38,65,1,10,Rush
-21,FALSE,2,2218,418,76,1,10,Rush
-21,FALSE,2,2218,418,53,1,10,Rush
15,FALSE,2,2073,273,78,1,10,Rush
15,FALSE,2,1954,154,34,1,10,Rush
15,FALSE,2,1954,154,25,2,1,Rush
-18,FALSE,3,1794,1794,77,4,11,Rush
18,FALSE,3,1713,1713,28,1,10,Rush
-18,FALSE,3,1608,1608,69,1,10,Rush
10,FALSE,3,1536,1536,76,1,15,Rush
-10,FALSE,3,1437,1437,59,1,10,Rush
-10,FALSE,3,1437,1437,74,1,10,Rush
-10,FALSE,3,1437,1437,39,1,10,Rush
-3,TRUE,3,1244,1244,73,1,10,Rush
-4,TRUE,3,1106,1106,50,1,10,Rush
-4,TRUE,3,1106,1106,90,1,10,Rush
4,TRUE,3,943,943,92,1,10,Rush
-4,TRUE,4,828,828,53,2,10,Rush
-3,TRUE,4,760,760,4,1,4,Rush
-3,TRUE,4,760,760,38,1,10,Rush
-3,TRUE,4,760,760,24,1,10,Rush
-4,TRUE,4,612,612,42,1,10,Rush
-4,TRUE,4,612,612,60,2,2,Rush
-4,TRUE,4,612,612,68,1,10,Rush
-4,TRUE,4,612,612,38,4,6,Rush
4,TRUE,4,416,416,65,2,10,Rush
-4,TRUE,4,357,357,34,4,1,Rush
-4,TRUE,4,357,357,34,3,1,Rush
4,TRUE,4,99,99,17,3,7,Rush
4,TRUE,4,104,104,20,1,10,Rush
4,TRUE,4,233,233,34,2,4,Rush
4,TRUE,4,233,233,52,1,10,Rush
4,TRUE,4,233,233,66,1,10,Rush
4,TRUE,4,9,9,15,4,5,Rush
4,TRUE,4,99,99,18,2,8,Rush
0,TRUE,1,3591,1791,75,1,10,Rush
0,TRUE,1,3565,1765,73,2,8,Rush
0,TRUE,1,3420,1620,29,4,2,Rush
0,TRUE,1,3487,1687,42,1,15,Rush
0,TRUE,1,3273,1473,55,2,9,Rush
0,TRUE,1,3253,1453,47,3,1,Rush
0,TRUE,1,3236,1436,41,1,10,Rush
0,TRUE,1,3321,1521,72,1,10,Rush
0,TRUE,1,3300,1500,56,1,10,Rush
0,TRUE,1,3152,1352,27,1,10,Rush
0,TRUE,1,3072,1272,1,1,1,Rush
0,TRUE,1,3190,1390,38,1,10,Rush
-7,TRUE,1,2999,1199,36,2,8,Rush
-7,TRUE,1,3027,1227,38,1,10,Rush
0,TRUE,1,2899,1099,66,3,1,Rush
0,TRUE,1,2918,1118,68,2,3,Rush
0,TRUE,1,2938,1138,75,1,10,Rush
0,TRUE,1,2849,1049,87,1,10,Rush
0,TRUE,1,2735,935,57,1,10,Rush
0,TRUE,1,2763,963,72,1,10,Rush
0,TRUE,1,2783,983,80,3,3,Rush
0,TRUE,1,2827,1027,83,2,6,Rush
0,TRUE,2,2590,790,36,2,18,Rush
0,TRUE,1,3588,1788,74,2,9,Rush
0,TRUE,1,3588,1788,80,1,15,Rush
0,TRUE,1,3474,1674,25,1,10,Rush
0,TRUE,1,3474,1674,21,2,6,Rush
10,FALSE,1,3151,1351,59,1,10,Rush
10,FALSE,1,3151,1351,12,1,10,Rush
10,FALSE,1,3151,1351,31,1,10,Rush
10,FALSE,1,3151,1351,85,1,10,Rush
-17,FALSE,1,2965,1165,75,1,10,Rush
-17,FALSE,1,2965,1165,45,1,10,Rush
17,FALSE,1,2814,1014,19,1,10,Rush
17,FALSE,1,2814,1014,4,1,4,Rush
-24,FALSE,2,2700,900,12,1,10,Rush
-24,FALSE,2,2700,900,75,2,10,Rush
-24,FALSE,1,2719,919,75,1,10,Rush
-24,FALSE,2,2700,900,16,3,1,Rush
0,TRUE,1,3552,1752,85,3,11,Rush
0,TRUE,1,3583,1783,84,1,10,Rush
0,TRUE,1,3466,1666,21,2,11,Rush
0,TRUE,1,3494,1694,20,1,10,Rush
-3,TRUE,1,3429,1629,75,1,10,Rush
3,TRUE,1,3357,1557,55,2,5,Rush
3,TRUE,1,3246,1446,34,3,1,Rush
10,FALSE,1,3093,1293,11,1,10,Rush
10,FALSE,1,3142,1342,51,2,5,Rush
-17,FALSE,1,2923,1123,30,2,6,Rush
-17,FALSE,1,2999,1199,72,1,10,Rush
-17,FALSE,1,2981,1181,62,1,10,Rush
-17,FALSE,1,2944,1144,34,1,10,Rush
-17,FALSE,1,2863,1063,27,3,3,Rush
17,FALSE,1,2770,970,97,2,10,Rush
17,FALSE,1,2801,1001,97,1,10,Rush
0,TRUE,1,3600,1800,65,1,10,Rush
0,TRUE,1,3600,1800,64,2,9,Rush
0,TRUE,1,3523,1723,6,1,6,Rush
0,TRUE,1,3523,1723,22,1,10,Rush
0,TRUE,1,3523,1723,33,1,10,Rush
0,TRUE,1,3351,1551,48,2,7,Rush
0,TRUE,1,3351,1551,72,2,12,Rush
0,TRUE,1,3351,1551,70,1,10,Rush
0,TRUE,1,3351,1551,80,1,10,Rush
0,TRUE,1,3351,1551,35,2,7,Rush
0,TRUE,1,3351,1551,43,3,2,Rush
-3,TRUE,1,2961,1161,75,1,10,Rush
-3,TRUE,1,2961,1161,75,2,10,Rush
-10,FALSE,1,2831,1031,75,1,10,Rush
10,FALSE,2,2695,895,59,1,20,Rush
10,FALSE,2,2695,895,70,2,10,Rush
10,FALSE,2,2695,895,54,3,15,Rush
3,TRUE,2,2244,444,41,3,2,Rush
3,TRUE,2,2451,651,50,2,11,Rush
3,TRUE,2,2451,651,53,2,2,Rush
3,TRUE,2,2451,651,61,1,10,Rush
3,TRUE,2,2451,651,69,2,7,Rush
3,TRUE,2,2451,651,72,1,10,Rush
0,TRUE,1,3530,1730,87,1,10,Rush
0,TRUE,1,3430,1630,26,3,1,Rush
0,TRUE,1,3440,1640,35,2,10,Rush
-3,TRUE,1,3388,1588,75,2,10,Rush
-3,TRUE,1,3346,1546,70,3,5,Rush
-4,TRUE,1,3270,1470,64,1,10,Rush
-4,TRUE,1,3248,1448,53,1,10,Rush
4,TRUE,1,3129,1329,99,2,20,Rush
-4,TRUE,1,3080,1280,16,1,10,Rush
1,TRUE,1,3005,1205,57,2,1,Rush
1,TRUE,1,2986,1186,51,1,10,Rush
-8,FALSE,1,2949,1149,68,1,10,Rush
-8,FALSE,1,2930,1130,68,2,10,Rush
-3,TRUE,2,2525,725,75,1,10,Rush
-3,TRUE,2,2481,681,76,3,11,Rush
3,TRUE,2,2409,609,59,1,10,Rush
3,TRUE,2,2432,632,70,1,10,Rush
-3,TRUE,2,2360,560,86,1,10,Rush
-3,TRUE,2,2235,435,35,1,10,Rush
-3,TRUE,2,2250,450,38,3,1,Rush
-3,TRUE,2,2265,465,43,2,6,Rush
-3,TRUE,2,2320,520,69,1,10,Rush
3,TRUE,2,2130,330,18,1,10,Rush
3,TRUE,2,2115,315,9,1,9,Rush
3,TRUE,2,2100,300,9,2,9,Rush
-3,TRUE,2,1995,195,70,1,10,Rush
-3,TRUE,2,1950,150,50,1,15,Rush
-3,TRUE,2,2016,216,80,1,10,Rush
3,TRUE,2,1892,92,87,2,10,Rush
3,TRUE,2,1847,47,80,3,3,Rush
-3,TRUE,2,1805,5,63,2,10,Rush
-3,TRUE,3,1714,1714,62,3,11,Rush
-3,TRUE,3,1772,1772,67,2,1,Rush
-3,TRUE,3,1785,1785,76,1,10,Rush
3,TRUE,3,1635,1635,78,2,6,Rush
3,TRUE,3,1662,1662,82,1,10,Rush
-3,TRUE,3,1576,1576,17,1,10,Rush
-3,TRUE,3,1497,1497,8,3,1,Rush
-3,TRUE,3,1449,1449,4,1,4,Rush
-3,TRUE,3,1408,1408,3,2,3,Rush
0,TRUE,3,1306,1306,27,1,10,Rush
0,TRUE,4,881,881,16,1,16,Rush
0,TRUE,3,1121,1121,64,3,1,Rush
0,TRUE,3,1101,1101,60,1,10,Rush
0,TRUE,3,1003,1003,24,2,6,Rush
0,TRUE,3,972,972,7,1,7,Rush
0,TRUE,3,927,927,10,2,10,Rush
0,TRUE,3,901,901,4,1,4,Rush
-3,TRUE,4,796,796,72,2,10,Rush
-3,TRUE,4,750,750,59,1,10,Rush
3,TRUE,4,531,531,33,1,10,Rush
3,TRUE,4,463,463,21,1,10,Rush
3,TRUE,4,700,700,84,1,10,Rush
3,TRUE,4,663,663,69,1,10,Rush
3,TRUE,4,569,569,44,1,10,Rush
10,FALSE,4,5,5,59,1,10,Rush
10,FALSE,4,54,54,60,3,1,Rush
10,FALSE,4,106,106,62,2,3,Rush
10,FALSE,4,152,152,69,1,10,Rush
10,FALSE,4,196,196,80,3,10,Rush
10,FALSE,4,206,206,85,2,15,Rush
24,FALSE,2,2542,742,71,1,10,Rush
24,FALSE,2,2542,742,91,2,8,Rush
24,FALSE,2,2542,742,9,1,9,Rush
-31,FALSE,2,2353,553,77,1,10,Rush
-31,FALSE,2,2353,553,55,3,12,Rush
-31,FALSE,2,2353,553,53,2,10,Rush
-31,FALSE,2,2353,553,66,2,10,Rush
31,FALSE,2,2184,384,44,2,23,Rush
31,FALSE,2,2184,384,20,1,10,Rush
31,FALSE,2,2184,384,9,1,9,Rush
31,FALSE,2,2184,384,1,2,1,Rush
-38,FALSE,2,1950,150,75,1,10,Rush
31,FALSE,2,1910,110,70,1,10,Rush
31,FALSE,2,1910,110,64,2,4,Rush
31,FALSE,3,1800,1800,76,1,10,Rush
31,FALSE,3,1800,1800,18,1,10,Rush
-38,FALSE,3,1450,1450,53,2,7,Rush
-38,FALSE,3,1450,1450,56,1,10,Rush
38,FALSE,3,1304,1304,37,2,3,Rush
38,FALSE,3,1304,1304,30,1,10,Rush
-45,FALSE,3,1118,1118,49,1,10,Rush
-45,FALSE,3,1118,1118,73,1,10,Rush
45,FALSE,3,987,987,61,2,4,Rush
-48,FALSE,4,761,761,75,1,10,Rush
-55,FALSE,4,627,627,56,1,10,Rush
-55,FALSE,4,627,627,75,1,10,Rush
55,FALSE,4,553,553,15,1,10,Rush
55,FALSE,4,553,553,32,3,1,Rush
55,FALSE,4,553,553,44,2,1,Rush
55,FALSE,4,553,553,53,1,10,Rush
-62,FALSE,4,132,132,66,1,10,Rush
-62,FALSE,4,132,132,43,1,10,Rush
-62,FALSE,4,132,132,42,2,9,Rush
62,FALSE,4,44,44,80,1,10,Rush
62,FALSE,4,44,44,85,2,15,Rush
11,FALSE,2,2698,898,67,2,2,Rush
11,FALSE,2,2601,801,44,2,2,Rush
11,FALSE,2,2513,713,45,2,16,Rush
-11,FALSE,2,2299,499,38,2,7,Rush
-11,FALSE,2,2479,679,93,1,10,Rush
-11,FALSE,2,2399,599,68,1,15,Rush
-11,FALSE,2,2331,531,41,1,10,Rush
11,FALSE,2,2170,370,92,3,3,Rush
11,FALSE,2,2123,323,83,2,6,Rush
11,FALSE,2,2064,264,73,1,10,Rush
11,FALSE,2,2192,392,99,2,10,Rush
11,FALSE,2,1858,58,22,2,2,Rush
-18,FALSE,2,1800,1800,76,1,10,Rush
-25,FALSE,3,1638,1638,59,2,3,Rush
-25,FALSE,3,1614,1614,56,1,10,Rush
18,FALSE,3,1488,1488,75,1,10,Rush
-18,FALSE,3,1336,1336,21,3,2,Rush
-18,FALSE,3,1434,1434,41,2,10,Rush
-18,FALSE,3,1380,1380,32,4,1,Rush
-18,FALSE,3,1355,1355,29,2,10,Rush
18,FALSE,3,1193,1193,65,1,10,Rush
18,FALSE,3,1247,1247,82,2,3,Rush
18,FALSE,3,1285,1285,89,1,10,Rush
18,FALSE,3,1111,1111,11,1,10,Rush
18,FALSE,3,1135,1135,29,1,10,Rush
-25,FALSE,3,1018,1018,68,2,15,Rush
-25,FALSE,3,1035,1035,63,1,10,Rush
25,FALSE,4,733,733,1,1,1,Rush
25,FALSE,4,753,753,32,1,10,Rush
25,FALSE,4,893,893,82,1,35,Rush
-32,FALSE,4,645,645,51,2,10,Rush
-32,FALSE,4,692,692,75,1,10,Rush
32,FALSE,4,598,598,83,1,10,Rush
32,FALSE,4,514,514,91,2,18,Rush
-32,FALSE,4,403,403,36,1,10,Rush
-32,FALSE,4,447,447,72,1,10,Rush
25,FALSE,4,0,0,26,1,10,Rush
25,FALSE,4,67,67,30,3,1,Rush
25,FALSE,4,107,107,33,2,4,Rush
25,FALSE,4,146,146,39,1,10,Rush
25,FALSE,4,183,183,48,2,3,Rush
25,FALSE,4,197,197,55,1,10,Rush
25,FALSE,4,257,257,65,1,10,Rush
25,FALSE,4,268,268,70,2,5,Rush
25,FALSE,4,312,312,75,1,10,Rush
-3,TRUE,2,2199,399,79,2,2,Rush
-3,TRUE,2,2199,399,75,1,10,Rush
-3,TRUE,2,2199,399,68,3,3,Rush
-3,TRUE,2,2199,399,87,1,10,Rush
3,TRUE,2,2012,212,9,1,9,Rush
3,TRUE,2,2012,212,60,1,10,Rush
3,TRUE,2,2012,212,5,2,5,Rush
3,TRUE,2,1904,104,5,3,5,Rush
-6,TRUE,3,1794,1794,72,2,4,Rush
-6,TRUE,3,1794,1794,78,1,10,Rush
6,TRUE,3,1706,1706,21,1,10,Rush
6,TRUE,3,1706,1706,38,1,10,Rush
-9,FALSE,3,1582,1582,75,2,10,Rush
9,FALSE,3,1518,1518,57,2,10,Rush
9,FALSE,3,1518,1518,32,1,10,Rush
-9,FALSE,3,1342,1342,70,1,10,Rush
-9,FALSE,3,1342,1342,41,1,10,Rush
9,FALSE,3,1210,1210,48,1,10,Rush
9,FALSE,3,1210,1210,4,1,4,Rush
9,FALSE,3,1210,1210,53,3,4,Rush
9,FALSE,3,1210,1210,59,2,10,Rush
-16,FALSE,3,1051,1051,7,1,7,Rush
-16,FALSE,3,1051,1051,76,1,10,Rush
-16,FALSE,3,1051,1051,67,2,1,Rush
-16,FALSE,3,1051,1051,15,1,10,Rush
8,FALSE,4,889,889,48,1,10,Rush
8,FALSE,4,889,889,62,1,10,Rush
8,FALSE,4,889,889,56,2,4,Rush
8,FALSE,4,770,770,25,3,21,Rush
8,FALSE,4,770,770,20,2,16,Rush
8,FALSE,4,770,770,13,2,9,Rush
8,FALSE,4,770,770,14,1,10,Rush
8,FALSE,4,770,770,16,3,1,Rush
8,FALSE,4,770,770,18,2,3,Rush
8,FALSE,4,889,889,25,1,10,Rush
-11,FALSE,4,570,570,88,1,22,Rush
11,FALSE,4,143,143,1,4,1,Rush
11,FALSE,4,508,508,62,1,10,Rush
11,FALSE,4,508,508,57,2,5,Rush
11,FALSE,4,508,508,53,3,1,Rush
11,FALSE,4,508,508,53,4,1,Rush
11,FALSE,4,508,508,43,1,10,Rush
11,FALSE,4,508,508,33,1,10,Rush
11,FALSE,4,508,508,24,2,1,Rush
11,FALSE,4,508,508,9,1,9,Rush
11,FALSE,4,508,508,7,2,7,Rush
11,FALSE,4,508,508,4,3,4,Rush
-11,FALSE,4,137,137,99,2,10,Rush
11,FALSE,4,114,114,12,3,12,Rush
11,FALSE,4,114,114,10,2,10,Rush
11,FALSE,4,114,114,8,1,8,Rush
-15,FALSE,1,2715,915,3,2,3,Rush
-15,FALSE,1,2749,949,3,1,3,Rush
8,FALSE,2,2649,849,71,2,6,Rush
8,FALSE,2,2533,733,59,3,5,Rush
8,FALSE,2,2580,780,64,2,10,Rush
8,FALSE,2,2623,823,67,3,2,Rush
8,FALSE,2,2679,879,75,1,10,Rush
-8,FALSE,2,2435,635,24,2,1,Rush
-8,FALSE,2,2410,610,24,3,1,Rush
1,TRUE,2,2277,477,72,2,6,Rush
1,TRUE,2,2313,513,76,1,10,Rush
8,FALSE,2,1910,110,5,2,5,Rush
8,FALSE,2,1940,140,10,1,10,Rush
8,FALSE,2,1998,198,25,2,10,Rush
8,FALSE,2,2040,240,49,1,10,Rush
8,FALSE,2,2100,300,74,2,10,Rush
-15,FALSE,2,1802,2,56,3,3,Rush
-15,FALSE,2,1868,68,74,1,10,Rush
15,FALSE,3,1702,1702,49,2,3,Rush
15,FALSE,3,1666,1666,35,1,10,Rush
-22,FALSE,3,1566,1566,32,2,15,Rush
22,FALSE,3,1478,1478,10,1,10,Rush
22,FALSE,3,1530,1530,80,1,10,Rush
29,FALSE,3,1380,1380,37,1,10,Rush
-36,FALSE,3,1305,1305,61,2,6,Rush
-36,FALSE,3,1328,1328,65,1,10,Rush
36,FALSE,3,1220,1220,97,2,8,Rush
36,FALSE,3,1249,1249,99,1,10,Rush
-36,FALSE,3,1095,1095,23,1,10,Rush
-36,FALSE,3,1102,1102,34,2,2,Rush
36,FALSE,3,915,915,50,1,10,Rush
36,FALSE,3,1020,1020,63,1,10,Rush
36,FALSE,3,985,985,64,2,11,Rush
36,FALSE,4,836,836,17,2,10,Rush
-39,FALSE,4,630,630,14,2,7,Rush
-39,FALSE,4,728,728,49,2,7,Rush
-39,FALSE,4,750,750,52,1,10,Rush
32,FALSE,4,538,538,66,2,7,Rush
32,FALSE,4,568,568,69,1,10,Rush
-39,FALSE,4,420,420,64,1,10,Rush
-39,FALSE,4,452,452,73,2,4,Rush
-39,FALSE,4,465,465,79,1,10,Rush
39,FALSE,4,362,362,83,1,10,Rush
39,FALSE,4,317,317,76,2,3,Rush
39,FALSE,4,266,266,68,1,10,Rush
39,FALSE,4,257,257,66,2,8,Rush
39,FALSE,4,195,195,59,3,1,Rush
39,FALSE,4,0,0,40,2,5,Rush
39,FALSE,4,60,60,45,1,10,Rush
39,FALSE,4,100,100,48,2,3,Rush
39,FALSE,4,120,120,55,1,10,Rush
0,TRUE,1,3499,1699,12,1,10,Rush
0,TRUE,1,3521,1721,15,4,1,Rush
0,TRUE,1,3591,1791,24,2,10,Rush
0,TRUE,1,3457,1657,85,1,10,Rush
0,TRUE,1,3356,1556,60,1,10,Rush
0,TRUE,1,3153,1353,12,3,9,Rush
0,TRUE,1,3199,1399,13,2,10,Rush
0,TRUE,1,3237,1437,16,3,1,Rush
0,TRUE,1,3248,1448,30,2,15,Rush
0,TRUE,1,3309,1509,48,1,10,Rush
-3,TRUE,1,3138,1338,75,1,10,Rush
3,TRUE,1,2980,1180,3,1,3,Rush
3,TRUE,1,2995,1195,15,1,10,Rush
3,TRUE,1,3034,1234,67,1,10,Rush
10,FALSE,1,2809,1009,11,2,5,Rush
10,FALSE,1,2837,1037,16,1,10,Rush
10,FALSE,1,2908,1108,86,1,10,Rush
-13,FALSE,2,2700,900,76,2,11,Rush
-13,FALSE,2,2663,863,66,3,1,Rush
0,TRUE,1,3514,1714,43,2,1,Rush
0,TRUE,1,3339,1539,56,2,6,Rush
0,TRUE,1,3368,1568,65,1,15,Rush
0,TRUE,1,3443,1643,83,2,9,Rush
0,TRUE,1,3472,1672,84,1,10,Rush
0,TRUE,1,2982,1182,27,2,4,Rush
0,TRUE,1,3019,1219,33,1,10,Rush
0,TRUE,1,3099,1299,43,2,2,Rush
0,TRUE,1,3120,1320,51,1,10,Rush
0,TRUE,1,3203,1403,69,2,8,Rush
0,TRUE,1,3233,1433,71,1,10,Rush
-3,TRUE,1,2823,1023,24,1,10,Rush
-3,TRUE,1,2842,1042,40,1,10,Rush
-3,TRUE,1,2925,1125,73,1,10,Rush
0,TRUE,1,2718,918,75,1,10,Rush
0,TRUE,2,2641,841,66,3,1,Rush
0,TRUE,2,2476,676,43,2,6,Rush
0,TRUE,2,2551,751,66,2,8,Rush
0,TRUE,2,2367,567,17,1,15,Rush
0,TRUE,2,2595,795,68,1,10,Rush
-7,TRUE,2,2321,521,75,1,10,Rush
-7,TRUE,2,2287,487,71,2,6,Rush
-7,TRUE,2,2248,448,66,3,1,Rush
-7,TRUE,2,2151,351,41,2,10,Rush
-7,TRUE,2,2101,301,32,4,1,Rush
-7,TRUE,2,2066,266,21,1,10,Rush
4,TRUE,2,1941,141,82,1,10,Rush
0,TRUE,1,3552,1752,4,1,4,Rush
-7,TRUE,1,3508,1708,12,1,10,Rush
0,TRUE,1,3357,1557,67,2,6,Rush
0,TRUE,1,3357,1557,66,3,5,Rush
0,TRUE,1,3357,1557,71,1,10,Rush
0,TRUE,1,3174,1374,52,3,16,Rush
0,TRUE,1,3174,1374,90,3,10,Rush
0,TRUE,1,3037,1237,69,3,1,Rush
0,TRUE,1,3037,1237,78,2,10,Rush
0,TRUE,1,2942,1142,12,2,10,Rush
0,TRUE,1,2942,1142,30,1,10,Rush
0,TRUE,1,2942,1142,26,2,6,Rush
-7,TRUE,1,2821,1021,75,1,10,Rush
0,TRUE,1,3600,1800,75,1,10,Rush
0,TRUE,1,3600,1800,70,2,5,Rush
0,TRUE,1,3547,1747,60,1,10,Rush
0,TRUE,1,3487,1687,34,1,10,Rush
0,TRUE,1,3487,1687,31,3,7,Rush
0,TRUE,1,3487,1687,71,1,10,Rush
0,TRUE,1,3487,1687,65,2,4,Rush
0,TRUE,1,3487,1687,56,1,10,Rush
0,TRUE,1,3298,1498,69,1,10,Rush
7,TRUE,1,3229,1429,19,1,10,Rush
7,TRUE,1,3229,1429,47,1,10,Rush
-14,FALSE,1,3096,1296,75,1,10,Rush
-14,FALSE,1,3096,1296,67,2,2,Rush
14,FALSE,1,3033,1233,57,2,9,Rush
14,FALSE,1,3033,1233,58,1,10,Rush
-21,FALSE,1,2938,1138,41,2,6,Rush
-21,FALSE,1,2938,1138,58,1,10,Rush
0,TRUE,1,3560,1760,75,2,10,Rush
0,TRUE,1,3580,1780,75,1,10,Rush
-7,TRUE,1,3440,1640,54,3,1,Rush
-7,TRUE,1,3470,1670,59,2,6,Rush
-7,TRUE,1,3503,1703,66,2,1,Rush
7,TRUE,1,3306,1506,48,1,10,Rush
7,TRUE,1,3283,1483,39,2,1,Rush
-7,TRUE,1,3176,1376,63,1,10,Rush
7,TRUE,1,3116,1316,70,1,10,Rush
