score_differential,oneScoreGame,period,seconds_remaining,secondsInHalf,yardsToGoal,down,distance,play_type
9,FALSE,2,2287,487,49,3,8,Pass
9,FALSE,2,2586,786,51,1,10,Pass
-9,FALSE,2,2274,474,61,3,8,Pass
0,TRUE,1,3600,1800,65,1,10,Pass
-7,TRUE,1,3076,1276,62,2,10,Pass
-14,FALSE,2,2700,900,49,2,11,Pass
7,TRUE,2,2434,634,64,3,16,Pass
-7,TRUE,2,2319,519,80,2,6,Pass
7,TRUE,2,2240,440,57,3,12,Pass
7,TRUE,2,2240,440,57,2,12,Pass
0,TRUE,1,3470,1670,48,2,10,Pass
0,TRUE,1,3477,1677,48,1,10,Pass
0,TRUE,1,3393,1593,72,2,10,Pass
0,TRUE,1,3386,1586,77,3,15,Pass
0,TRUE,1,3235,1435,90,1,20,Pass
0,TRUE,1,3229,1429,90,2,20,Pass
0,TRUE,1,3142,1342,47,2,6,Pass
0,TRUE,1,3137,1337,47,3,6,Pass
0,TRUE,1,2905,1105,54,1,10,Pass
0,TRUE,1,2827,1027,59,3,15,Pass
0,TRUE,1,2708,908,41,1,10,Pass
0,TRUE,2,2544,744,28,4,10,Pass
-28,FALSE,2,1869,69,70,3,18,Pass
-28,FALSE,3,1505,1505,5,2,5,Pass
-28,FALSE,3,1167,1167,29,1,10,Pass
-28,FALSE,4,894,894,48,4,7,Pass
-35,FALSE,4,636,636,55,1,10,Pass
-35,FALSE,4,785,785,88,1,10,Pass
-35,FALSE,4,134,134,63,2,11,Pass
-14,FALSE,2,2473,673,45,2,10,Pass
-14,FALSE,2,2473,673,45,1,10,Pass
-14,FALSE,3,1794,1794,24,1,10,Pass
-14,FALSE,3,1343,1343,30,2,9,Pass
-14,FALSE,3,1343,1343,45,1,10,Pass
-14,FALSE,3,1343,1343,56,1,10,Pass
7,TRUE,4,900,900,54,3,13,Pass
-7,TRUE,4,823,823,82,2,12,Pass
-7,TRUE,4,823,823,38,1,10,Pass
-7,TRUE,4,823,823,53,2,10,Pass
-7,TRUE,4,823,823,53,1,10,Pass
0,TRUE,4,630,630,67,1,10,Pass
-3,TRUE,4,303,303,35,3,4,Pass
0,TRUE,4,49,49,43,2,6,Pass
0,TRUE,4,20,20,68,2,10,Pass
0,TRUE,4,26,26,68,1,10,Pass
0,TRUE,5,-900,-900,25,1,10,Pass
-7,TRUE,5,-900,-900,25,1,0,Pass
-16,FALSE,2,1840,40,60,1,10,Pass
-16,FALSE,3,1800,1800,36,1,10,Pass
-16,FALSE,3,1800,1800,35,3,9,Pass
-20,FALSE,3,1179,1179,87,3,13,Pass
-20,FALSE,3,1179,1179,87,2,13,Pass
-20,FALSE,4,887,887,71,2,11,Pass
20,FALSE,4,803,803,53,2,20,Pass
-20,FALSE,4,504,504,89,1,10,Pass
-27,FALSE,4,444,444,58,1,10,Pass
-27,FALSE,4,444,444,42,1,10,Pass
-7,TRUE,2,2153,353,14,1,10,Pass
0,TRUE,2,1837,37,75,1,10,Pass
0,TRUE,3,1619,1619,30,1,10,Pass
0,TRUE,3,1619,1619,89,2,2,Pass
0,TRUE,3,1619,1619,25,3,5,Pass
-3,TRUE,3,1416,1416,47,3,11,Pass
3,TRUE,3,1193,1193,87,1,10,Pass
3,TRUE,3,1193,1193,71,2,10,Pass
3,TRUE,3,1193,1193,71,1,10,Pass
10,FALSE,4,900,900,80,2,9,Pass
10,FALSE,4,797,797,40,1,10,Pass
10,FALSE,4,631,631,3,1,3,Pass
-17,FALSE,4,431,431,17,2,6,Pass
17,FALSE,4,54,54,36,3,4,Pass
-7,TRUE,2,2480,680,75,1,10,Pass
7,TRUE,2,2342,542,81,1,10,Pass
7,TRUE,2,2097,297,18,2,4,Pass
-14,FALSE,2,2031,231,69,1,10,Pass
14,FALSE,2,1843,43,39,4,2,Pass
14,FALSE,2,1890,90,41,2,4,Pass
-14,FALSE,2,1837,37,61,1,10,Pass
-14,FALSE,3,1712,1712,46,2,28,Pass
-14,FALSE,3,1706,1706,46,3,28,Pass
14,FALSE,3,1505,1505,31,1,10,Pass
-21,FALSE,3,1404,1404,56,1,10,Pass
-21,FALSE,3,1230,1230,17,4,2,Pass
21,FALSE,3,1183,1183,82,3,9,Pass
21,FALSE,3,1189,1189,82,2,9,Pass
-21,FALSE,3,1036,1036,17,4,8,Pass
-21,FALSE,3,1042,1042,17,3,8,Pass
21,FALSE,3,1001,1001,83,2,10,Pass
-21,FALSE,3,923,923,68,2,10,Pass
-21,FALSE,4,896,896,52,2,9,Pass
-21,FALSE,3,931,931,68,1,10,Pass
-21,FALSE,4,691,691,70,1,10,Pass
21,FALSE,4,441,441,34,2,9,Pass
21,FALSE,4,404,404,15,1,10,Pass
21,FALSE,4,557,557,52,1,10,Pass
-28,FALSE,4,262,262,64,3,9,Pass
28,FALSE,4,217,217,77,3,2,Pass
28,FALSE,4,221,221,77,2,2,Pass
28,FALSE,4,171,171,32,3,10,Pass
28,FALSE,4,179,179,32,2,10,Pass
28,FALSE,4,185,185,32,1,10,Pass
-28,FALSE,4,99,99,76,3,11,Pass
28,FALSE,4,39,39,82,2,10,Pass
0,TRUE,1,3512,1712,77,3,6,Pass
0,TRUE,1,3420,1620,78,3,15,Pass
0,TRUE,1,3301,1501,17,1,10,Pass
0,TRUE,1,3024,1224,52,3,5,Pass
0,TRUE,1,2977,1177,82,2,7,Pass
0,TRUE,2,2583,783,23,3,5,Pass
-4,TRUE,2,2085,285,62,1,10,Pass
-4,TRUE,2,1873,73,65,2,8,Pass
-4,TRUE,2,1865,65,65,3,8,Pass
-3,TRUE,1,3381,1581,75,3,10,Pass
-3,TRUE,1,3381,1581,75,1,10,Pass
-10,FALSE,1,3239,1439,70,3,6,Pass
-10,FALSE,1,3239,1439,70,2,6,Pass
-10,FALSE,1,3153,1353,7,1,7,Pass
-10,FALSE,1,3153,1353,1,3,1,Pass
3,TRUE,1,3028,1228,61,3,12,Pass
-3,TRUE,1,2877,1077,78,3,7,Pass
3,TRUE,1,2773,973,50,3,5,Pass
0,TRUE,1,3417,1617,53,2,9,Pass
-7,TRUE,1,3353,1553,71,3,6,Pass
-7,TRUE,1,3357,1557,71,2,6,Pass
7,TRUE,1,3270,1470,51,3,6,Pass
-7,TRUE,1,3115,1315,21,3,3,Pass
4,TRUE,1,3106,1306,75,1,10,Pass
-4,TRUE,1,2973,1173,70,2,8,Pass
4,TRUE,1,2883,1083,72,2,7,Pass
4,TRUE,1,2856,1056,42,1,10,Pass
-11,FALSE,1,2751,951,71,3,6,Pass
0,TRUE,1,3600,1800,75,3,7,Pass
0,TRUE,1,2936,1136,76,3,8,Pass
0,TRUE,1,2936,1136,76,2,8,Pass
-7,TRUE,2,2647,847,32,1,10,Pass
-8,FALSE,2,2386,586,60,3,6,Pass
0,TRUE,1,3600,1800,57,3,4,Pass
0,TRUE,1,3600,1800,63,1,10,Pass
0,TRUE,1,3537,1737,85,1,10,Pass
0,TRUE,1,3537,1737,78,3,3,Pass
-7,TRUE,1,3260,1460,45,3,2,Pass
-7,TRUE,1,2802,1002,61,3,10,Pass
-14,FALSE,2,2490,690,70,3,5,Pass
14,FALSE,2,2416,616,12,3,8,Pass
14,FALSE,2,2416,616,12,2,8,Pass
-7,TRUE,1,3295,1495,59,2,4,Pass
-7,TRUE,2,2700,900,5,3,5,Pass
-7,TRUE,2,2320,520,65,1,10,Pass
-14,FALSE,2,2154,354,16,1,10,Pass
-14,FALSE,2,2154,354,16,2,10,Pass
-14,FALSE,2,2154,354,16,3,10,Pass
11,FALSE,2,2022,222,75,1,10,Pass
-4,TRUE,2,1832,32,16,3,10,Pass
-4,TRUE,2,1845,45,16,1,10,Pass
8,FALSE,3,1421,1421,65,2,8,Pass
-8,FALSE,3,930,930,23,3,5,Pass
5,TRUE,4,827,827,78,3,13,Pass
5,TRUE,4,548,548,47,3,18,Pass
-5,TRUE,4,498,498,76,2,6,Pass
-5,TRUE,4,492,492,76,3,6,Pass
5,TRUE,4,304,304,61,3,10,Pass
5,TRUE,4,310,310,61,2,10,Pass
-5,TRUE,4,290,290,75,1,10,Pass
-5,TRUE,4,144,144,40,1,10,Pass
-5,TRUE,4,133,133,40,3,10,Pass
-5,TRUE,4,139,139,40,2,10,Pass
-1,TRUE,4,8,8,59,1,10,Pass
-3,TRUE,2,2700,900,39,2,7,Pass
-3,TRUE,2,2700,900,39,3,7,Pass
3,TRUE,2,2464,664,60,2,9,Pass
3,TRUE,2,2464,664,60,3,9,Pass
-10,FALSE,2,2236,436,75,1,10,Pass
-13,FALSE,2,1976,176,58,2,14,Pass
-9,FALSE,3,1800,1800,46,2,10,Pass
-3,TRUE,3,1519,1519,1,2,1,Pass
-3,TRUE,3,1355,1355,52,2,2,Pass
3,TRUE,3,1307,1307,40,3,8,Pass
3,TRUE,3,1307,1307,40,2,8,Pass
-10,FALSE,3,1073,1073,75,2,10,Pass
-10,FALSE,4,900,900,38,2,15,Pass
-14,FALSE,4,770,770,37,3,4,Pass
-14,FALSE,4,770,770,37,2,4,Pass
-21,FALSE,4,411,411,21,3,1,Pass
-21,FALSE,4,411,411,21,4,1,Pass
-21,FALSE,4,411,411,40,1,10,Pass
-21,FALSE,4,197,197,65,2,9,Pass
-18,FALSE,2,2570,770,58,3,6,Pass
-18,FALSE,2,2606,806,62,1,10,Pass
18,FALSE,2,2419,619,36,3,7,Pass
18,FALSE,2,2423,623,36,2,7,Pass
-18,FALSE,2,2342,542,55,3,5,Pass
18,FALSE,2,2169,369,19,2,10,Pass
25,FALSE,2,1942,142,52,1,10,Pass
25,FALSE,2,1858,58,33,3,19,Pass
25,FALSE,2,1863,63,33,2,19,Pass
-21,FALSE,3,1729,1729,48,1,10,Pass
-21,FALSE,3,1623,1623,33,1,10,Pass
-21,FALSE,3,1427,1427,45,2,3,Pass
21,FALSE,3,1246,1246,30,2,12,Pass
-21,FALSE,3,972,972,30,4,7,Pass
21,FALSE,4,641,641,15,3,5,Pass
21,FALSE,4,688,688,20,1,10,Pass
21,FALSE,4,764,764,30,1,10,Pass
21,FALSE,4,833,833,39,2,7,Pass
-11,FALSE,2,1861,61,55,2,10,Pass
-11,FALSE,2,1866,66,55,1,10,Pass
-11,FALSE,3,1793,1793,61,3,4,Pass
-11,FALSE,3,1548,1548,68,2,10,Pass
-11,FALSE,3,1548,1548,68,1,10,Pass
-18,FALSE,3,1407,1407,71,3,6,Pass
-21,FALSE,3,1054,1054,80,1,10,Pass
-28,FALSE,4,900,900,52,1,10,Pass
21,FALSE,4,705,705,13,1,10,Pass
-28,FALSE,4,505,505,59,3,7,Pass
-28,FALSE,4,505,505,59,2,7,Pass
-17,FALSE,2,2219,419,79,1,10,Pass
-17,FALSE,2,2219,419,76,1,10,Pass
-17,FALSE,2,2219,419,63,1,10,Pass
-17,FALSE,2,2219,419,63,2,10,Pass
-17,FALSE,2,2219,419,49,2,9,Pass
10,FALSE,2,1841,41,44,1,10,Pass
-13,FALSE,3,1800,1800,42,3,15,Pass
-13,FALSE,3,1800,1800,37,1,10,Pass
-13,FALSE,3,1454,1454,53,3,9,Pass
-13,FALSE,3,1454,1454,53,2,9,Pass
13,FALSE,3,1399,1399,71,1,10,Pass
-13,FALSE,3,1213,1213,91,2,15,Pass
-13,FALSE,3,1213,1213,91,1,15,Pass
-20,FALSE,4,571,571,14,1,10,Pass
-16,FALSE,4,315,315,66,1,10,Pass
-16,FALSE,4,315,315,53,1,10,Pass
-23,FALSE,4,154,154,8,1,8,Pass
-23,FALSE,4,154,154,39,2,2,Pass
-23,FALSE,4,154,154,65,1,10,Pass
-11,FALSE,3,1800,1800,2,2,2,Pass
4,TRUE,3,1596,1596,21,1,10,Pass
4,TRUE,3,1469,1469,21,3,10,Pass
-7,TRUE,3,1454,1454,29,2,10,Pass
-7,TRUE,3,1454,1454,29,1,10,Pass
-14,FALSE,4,900,900,50,3,13,Pass
-14,FALSE,3,1107,1107,62,1,10,Pass
-14,FALSE,3,1107,1107,57,1,20,Pass
-21,FALSE,4,744,744,29,1,10,Pass
-14,FALSE,4,389,389,57,4,5,Pass
-14,FALSE,4,389,389,62,1,10,Pass
-14,FALSE,4,262,262,80,1,10,Pass
-21,FALSE,4,130,130,62,1,10,Pass
-21,FALSE,4,130,130,73,3,21,Pass
0,TRUE,1,3512,1712,77,3,6,Pass
0,TRUE,1,3420,1620,78,3,15,Pass
0,TRUE,1,3301,1501,17,1,10,Pass
0,TRUE,1,3024,1224,52,3,5,Pass
0,TRUE,1,2977,1177,82,2,7,Pass
0,TRUE,2,2583,783,23,3,5,Pass
-4,TRUE,2,2085,285,62,1,10,Pass
-4,TRUE,2,1873,73,65,2,8,Pass
-4,TRUE,2,1865,65,65,3,8,Pass
-3,TRUE,1,3381,1581,75,3,10,Pass
-3,TRUE,1,3381,1581,75,1,10,Pass
-10,FALSE,1,3239,1439,70,3,6,Pass
-10,FALSE,1,3239,1439,70,2,6,Pass
-10,FALSE,1,3153,1353,7,1,7,Pass
-10,FALSE,1,3153,1353,1,3,1,Pass
3,TRUE,1,3028,1228,61,3,12,Pass
-3,TRUE,1,2877,1077,78,3,7,Pass
3,TRUE,1,2773,973,50,3,5,Pass
0,TRUE,1,3417,1617,53,2,9,Pass
-7,TRUE,1,3353,1553,71,3,6,Pass
-7,TRUE,1,3357,1557,71,2,6,Pass
7,TRUE,1,3270,1470,51,3,6,Pass
-7,TRUE,1,3115,1315,21,3,3,Pass
4,TRUE,1,3106,1306,75,1,10,Pass
-4,TRUE,1,2973,1173,70,2,8,Pass
4,TRUE,1,2883,1083,72,2,7,Pass
4,TRUE,1,2856,1056,42,1,10,Pass
-11,FALSE,1,2751,951,71,3,6,Pass
0,TRUE,1,3600,1800,75,3,7,Pass
0,TRUE,1,2936,1136,76,3,8,Pass
0,TRUE,1,2936,1136,76,2,8,Pass
-7,TRUE,2,2647,847,32,1,10,Pass
-8,FALSE,2,2386,586,60,3,6,Pass
0,TRUE,1,3600,1800,57,3,4,Pass
0,TRUE,1,3600,1800,63,1,10,Pass
0,TRUE,1,3537,1737,85,1,10,Pass
0,TRUE,1,3537,1737,78,3,3,Pass
-7,TRUE,1,3260,1460,45,3,2,Pass
-7,TRUE,1,2802,1002,61,3,10,Pass
-14,FALSE,2,2490,690,70,3,5,Pass
14,FALSE,2,2416,616,12,3,8,Pass
14,FALSE,2,2416,616,12,2,8,Pass
-7,TRUE,1,3295,1495,59,2,4,Pass
-7,TRUE,2,2700,900,5,3,5,Pass
-7,TRUE,2,2320,520,65,1,10,Pass
-14,FALSE,2,2154,354,16,1,10,Pass
-14,FALSE,2,2154,354,16,2,10,Pass
-14,FALSE,2,2154,354,16,3,10,Pass
11,FALSE,2,2022,222,75,1,10,Pass
-4,TRUE,2,1832,32,16,3,10,Pass
-4,TRUE,2,1845,45,16,1,10,Pass
8,FALSE,3,1421,1421,65,2,8,Pass
-8,FALSE,3,930,930,23,3,5,Pass
5,TRUE,4,827,827,78,3,13,Pass
5,TRUE,4,548,548,47,3,18,Pass
-5,TRUE,4,498,498,76,2,6,Pass
-5,TRUE,4,492,492,76,3,6,Pass
5,TRUE,4,304,304,61,3,10,Pass
5,TRUE,4,310,310,61,2,10,Pass
-5,TRUE,4,290,290,75,1,10,Pass
-5,TRUE,4,144,144,40,1,10,Pass
-5,TRUE,4,133,133,40,3,10,Pass
-5,TRUE,4,139,139,40,2,10,Pass
-1,TRUE,4,8,8,59,1,10,Pass
-3,TRUE,2,2700,900,39,2,7,Pass
-3,TRUE,2,2700,900,39,3,7,Pass
3,TRUE,2,2464,664,60,2,9,Pass
3,TRUE,2,2464,664,60,3,9,Pass
-10,FALSE,2,2236,436,75,1,10,Pass
-13,FALSE,2,1976,176,58,2,14,Pass
-9,FALSE,3,1800,1800,46,2,10,Pass
-3,TRUE,3,1519,1519,1,2,1,Pass
-3,TRUE,3,1355,1355,52,2,2,Pass
3,TRUE,3,1307,1307,40,3,8,Pass
3,TRUE,3,1307,1307,40,2,8,Pass
-10,FALSE,3,1073,1073,75,2,10,Pass
-10,FALSE,4,900,900,38,2,15,Pass
-14,FALSE,4,770,770,37,3,4,Pass
-14,FALSE,4,770,770,37,2,4,Pass
-21,FALSE,4,411,411,21,3,1,Pass
-21,FALSE,4,411,411,21,4,1,Pass
-21,FALSE,4,411,411,40,1,10,Pass
-21,FALSE,4,197,197,65,2,9,Pass
-18,FALSE,2,2570,770,58,3,6,Pass
-18,FALSE,2,2606,806,62,1,10,Pass
18,FALSE,2,2419,619,36,3,7,Pass
18,FALSE,2,2423,623,36,2,7,Pass
-18,FALSE,2,2342,542,55,3,5,Pass
18,FALSE,2,2169,369,19,2,10,Pass
25,FALSE,2,1942,142,52,1,10,Pass
25,FALSE,2,1858,58,33,3,19,Pass
25,FALSE,2,1863,63,33,2,19,Pass
-21,FALSE,3,1729,1729,48,1,10,Pass
-21,FALSE,3,1623,1623,33,1,10,Pass
-21,FALSE,3,1427,1427,45,2,3,Pass
21,FALSE,3,1246,1246,30,2,12,Pass
-21,FALSE,3,972,972,30,4,7,Pass
21,FALSE,4,641,641,15,3,5,Pass
21,FALSE,4,688,688,20,1,10,Pass
21,FALSE,4,764,764,30,1,10,Pass
21,FALSE,4,833,833,39,2,7,Pass
-11,FALSE,2,1861,61,55,2,10,Pass
-11,FALSE,2,1866,66,55,1,10,Pass
-11,FALSE,3,1793,1793,61,3,4,Pass
-11,FALSE,3,1548,1548,68,2,10,Pass
-11,FALSE,3,1548,1548,68,1,10,Pass
-18,FALSE,3,1407,1407,71,3,6,Pass
-21,FALSE,3,1054,1054,80,1,10,Pass
-28,FALSE,4,900,900,52,1,10,Pass
21,FALSE,4,705,705,13,1,10,Pass
-28,FALSE,4,505,505,59,3,7,Pass
-28,FALSE,4,505,505,59,2,7,Pass
-17,FALSE,2,2219,419,79,1,10,Pass
-17,FALSE,2,2219,419,76,1,10,Pass
-17,FALSE,2,2219,419,63,1,10,Pass
-17,FALSE,2,2219,419,63,2,10,Pass
-17,FALSE,2,2219,419,49,2,9,Pass
10,FALSE,2,1841,41,44,1,10,Pass
-13,FALSE,3,1800,1800,42,3,15,Pass
-13,FALSE,3,1800,1800,37,1,10,Pass
-13,FALSE,3,1454,1454,53,3,9,Pass
-13,FALSE,3,1454,1454,53,2,9,Pass
13,FALSE,3,1399,1399,71,1,10,Pass
-13,FALSE,3,1213,1213,91,2,15,Pass
-13,FALSE,3,1213,1213,91,1,15,Pass
-20,FALSE,4,571,571,14,1,10,Pass
-16,FALSE,4,315,315,66,1,10,Pass
-16,FALSE,4,315,315,53,1,10,Pass
-23,FALSE,4,154,154,8,1,8,Pass
-23,FALSE,4,154,154,39,2,2,Pass
-23,FALSE,4,154,154,65,1,10,Pass
-11,FALSE,3,1800,1800,2,2,2,Pass
4,TRUE,3,1596,1596,21,1,10,Pass
4,TRUE,3,1469,1469,21,3,10,Pass
-7,TRUE,3,1454,1454,29,2,10,Pass
-7,TRUE,3,1454,1454,29,1,10,Pass
-14,FALSE,4,900,900,50,3,13,Pass
-14,FALSE,3,1107,1107,62,1,10,Pass
-14,FALSE,3,1107,1107,57,1,20,Pass
-21,FALSE,4,744,744,29,1,10,Pass
-14,FALSE,4,389,389,57,4,5,Pass
-14,FALSE,4,389,389,62,1,10,Pass
-14,FALSE,4,262,262,80,1,10,Pass
-21,FALSE,4,130,130,62,1,10,Pass
-21,FALSE,4,130,130,73,3,21,Pass
0,TRUE,1,3438,1638,50,1,10,Pass
-7,TRUE,1,2907,1107,63,2,2,Pass
-7,TRUE,1,2878,1078,60,1,10,Pass
-7,TRUE,2,2436,636,65,3,7,Pass
-7,TRUE,2,2443,643,65,2,7,Pass
-7,TRUE,2,1954,154,23,1,10,Pass
-7,TRUE,2,1898,98,21,3,8,Pass
4,TRUE,2,1853,53,67,3,2,Pass
4,TRUE,2,1876,76,75,1,10,Pass
0,TRUE,1,3600,1800,75,1,10,Pass
-7,TRUE,1,3365,1565,76,3,19,Pass
-7,TRUE,1,3365,1565,76,2,19,Pass
-7,TRUE,1,3137,1337,48,3,1,Pass
-14,FALSE,2,2700,900,60,3,5,Pass
0,TRUE,1,3600,1800,19,1,10,Pass
0,TRUE,1,3600,1800,19,2,10,Pass
0,TRUE,1,3600,1800,19,3,10,Pass
0,TRUE,1,3600,1800,30,2,10,Pass
0,TRUE,1,3600,1800,30,1,10,Pass
0,TRUE,1,3382,1582,90,3,5,Pass
-14,FALSE,1,2919,1119,60,2,7,Pass
0,TRUE,1,3600,1800,22,3,4,Pass
0,TRUE,1,3381,1581,58,2,10,Pass
0,TRUE,1,3381,1581,58,3,10,Pass
0,TRUE,1,3002,1202,52,3,7,Pass
0,TRUE,1,2936,1136,64,3,4,Pass
0,TRUE,1,2936,1136,70,1,10,Pass
0,TRUE,2,2700,900,37,2,9,Pass
0,TRUE,2,2700,900,37,3,9,Pass
0,TRUE,2,2589,789,25,2,9,Pass
0,TRUE,2,2589,789,10,2,5,Pass
-7,TRUE,2,2519,719,71,3,6,Pass
-7,TRUE,2,2519,719,71,2,6,Pass
0,TRUE,1,3600,1800,75,1,10,Pass
0,TRUE,1,3515,1715,68,3,7,Pass
0,TRUE,1,3515,1715,68,2,7,Pass
0,TRUE,1,3452,1652,14,1,10,Pass
0,TRUE,1,3452,1652,28,1,10,Pass
0,TRUE,1,3452,1652,43,2,7,Pass
7,TRUE,1,3190,1390,27,2,3,Pass
7,TRUE,1,3190,1390,27,3,3,Pass
-10,FALSE,1,3073,1273,75,1,10,Pass
10,FALSE,1,3005,1205,10,3,1,Pass
-13,FALSE,1,2929,1129,91,2,26,Pass
4,TRUE,3,1771,1771,76,2,11,Pass
-4,TRUE,3,1715,1715,65,1,10,Pass
-4,TRUE,3,1493,1493,26,2,18,Pass
-3,TRUE,3,1379,1379,47,2,4,Pass
-3,TRUE,3,1369,1369,47,3,4,Pass
3,TRUE,3,906,906,14,3,5,Pass
6,TRUE,4,750,750,17,2,7,Pass
-8,FALSE,4,150,150,70,1,10,Pass
-28,FALSE,2,1871,71,67,2,2,Pass
-28,FALSE,3,1479,1479,38,1,10,Pass
-21,FALSE,3,1110,1110,89,3,14,Pass
-21,FALSE,3,1110,1110,89,2,14,Pass
-28,FALSE,4,900,900,40,2,20,Pass
-28,FALSE,4,900,900,40,1,20,Pass
-28,FALSE,4,393,393,44,1,10,Pass
7,TRUE,2,2700,900,65,3,3,Pass
-7,TRUE,2,2271,471,14,3,7,Pass
-7,TRUE,2,2271,471,14,2,7,Pass
4,TRUE,2,2210,410,80,2,15,Pass
-4,TRUE,2,2126,326,21,3,10,Pass
-4,TRUE,2,2126,326,21,2,10,Pass
-4,TRUE,2,2126,326,21,1,10,Pass
1,TRUE,2,2029,229,64,2,10,Pass
-1,TRUE,2,1887,87,52,2,10,Pass
-1,TRUE,2,1887,87,52,1,10,Pass
1,TRUE,2,1818,18,40,2,6,Pass
1,TRUE,3,1794,1794,41,3,5,Pass
-6,TRUE,3,1577,1577,87,2,18,Pass
-10,FALSE,3,1102,1102,4,3,4,Pass
-10,FALSE,3,1235,1235,76,2,10,Pass
7,TRUE,3,1094,1094,67,3,2,Pass
-7,TRUE,4,887,887,55,2,5,Pass
7,TRUE,4,772,772,43,1,10,Pass
7,TRUE,4,772,772,15,2,6,Pass
7,TRUE,4,772,772,2,3,2,Pass
-10,FALSE,4,578,578,47,2,9,Pass
-10,FALSE,4,578,578,70,2,5,Pass
-10,FALSE,4,578,578,47,3,9,Pass
-10,FALSE,4,578,578,47,4,9,Pass
10,FALSE,4,457,457,27,2,15,Pass
-10,FALSE,4,317,317,50,3,3,Pass
-10,FALSE,4,317,317,11,1,10,Pass
14,FALSE,2,1900,100,66,3,6,Pass
14,FALSE,2,1900,100,66,2,6,Pass
-14,FALSE,2,1834,34,70,2,4,Pass
-20,FALSE,3,1800,1800,56,1,10,Pass
20,FALSE,3,1363,1363,80,2,15,Pass
-20,FALSE,3,1283,1283,1,2,1,Pass
13,FALSE,3,1222,1222,8,3,8,Pass
-16,FALSE,3,1024,1024,28,1,10,Pass
-16,FALSE,4,900,900,22,3,16,Pass
-16,FALSE,3,1024,1024,39,1,10,Pass
13,FALSE,4,756,756,22,1,10,Pass
14,FALSE,4,454,454,42,3,4,Pass
-14,FALSE,4,372,372,85,2,10,Pass
-14,FALSE,4,372,372,85,3,10,Pass
-14,FALSE,4,372,372,85,1,10,Pass
14,FALSE,4,355,355,26,1,10,Pass
14,FALSE,4,339,339,22,4,6,Pass
-14,FALSE,4,333,333,55,3,9,Pass
-14,FALSE,4,333,333,55,2,9,Pass
-14,FALSE,4,333,333,12,2,10,Pass
-14,FALSE,4,333,333,12,1,10,Pass
13,FALSE,1,2829,1029,21,3,4,Pass
13,FALSE,1,2829,1029,27,1,10,Pass
-13,FALSE,2,2700,900,33,2,10,Pass
10,FALSE,2,2479,679,50,3,10,Pass
-10,FALSE,2,2357,557,80,1,10,Pass
-10,FALSE,2,1970,170,41,1,10,Pass
-10,FALSE,2,1970,170,25,1,10,Pass
-10,FALSE,2,1851,51,28,3,25,Pass
-10,FALSE,2,1851,51,28,2,25,Pass
10,FALSE,3,1800,1800,69,2,4,Pass
10,FALSE,3,1800,1800,44,2,7,Pass
10,FALSE,3,1800,1800,29,1,10,Pass
10,FALSE,3,1654,1654,12,1,10,Pass
-13,FALSE,3,1555,1555,75,3,22,Pass
13,FALSE,3,1451,1451,17,3,11,Pass
13,FALSE,3,1451,1451,17,2,11,Pass
13,FALSE,3,1451,1451,50,1,10,Pass
16,FALSE,3,1053,1053,99,2,12,Pass
-16,FALSE,4,900,900,12,2,6,Pass
8,FALSE,4,820,820,61,1,10,Pass
8,FALSE,4,820,820,44,1,10,Pass
8,FALSE,4,820,820,44,2,10,Pass
8,FALSE,4,820,820,44,3,10,Pass
-8,FALSE,4,647,647,86,1,10,Pass
8,FALSE,4,635,635,3,1,3,Pass
8,FALSE,4,379,379,75,1,10,Pass
8,FALSE,4,379,379,58,2,4,Pass
8,FALSE,4,379,379,50,2,7,Pass
-8,FALSE,4,183,183,79,2,2,Pass
-8,FALSE,4,183,183,59,1,10,Pass
-8,FALSE,4,33,33,78,1,10,Pass
0,TRUE,1,3020,1220,75,2,10,Pass
0,TRUE,1,3020,1220,75,3,10,Pass
0,TRUE,1,2954,1154,31,1,10,Pass
-7,TRUE,1,2890,1090,72,2,15,Pass
-7,TRUE,2,2651,851,15,2,6,Pass
7,TRUE,1,3417,1617,71,1,10,Pass
14,FALSE,1,2991,1191,36,2,1,Pass
16,FALSE,1,2769,969,26,1,10,Pass
-23,FALSE,2,2689,889,77,1,10,Pass
23,FALSE,2,2589,789,63,1,10,Pass
0,TRUE,1,3272,1472,76,2,7,Pass
0,TRUE,1,3268,1468,76,3,7,Pass
-7,TRUE,1,3127,1327,26,2,8,Pass
-7,TRUE,2,2609,809,30,3,19,Pass
-7,TRUE,1,2711,911,35,3,10,Pass
-7,TRUE,1,2780,980,35,1,10,Pass
7,TRUE,2,2470,670,40,3,3,Pass
-7,TRUE,2,2418,618,39,1,10,Pass
-7,TRUE,2,2375,575,39,3,10,Pass
7,TRUE,2,2221,421,37,2,8,Pass
7,TRUE,2,2042,242,30,3,8,Pass
7,TRUE,2,2087,287,32,1,10,Pass
-7,TRUE,2,1846,46,17,1,10,Pass
-7,TRUE,2,1868,68,29,2,12,Pass
0,TRUE,1,3404,1604,93,2,8,Pass
-4,TRUE,2,2496,696,52,1,10,Pass
-3,TRUE,2,2113,313,80,1,10,Pass
-3,TRUE,2,2109,309,80,2,10,Pass
0,TRUE,1,3600,1800,26,3,7,Pass
-3,TRUE,1,3380,1580,31,2,12,Pass
0,TRUE,1,2919,1119,45,2,10,Pass
0,TRUE,1,2919,1119,45,1,10,Pass
0,TRUE,1,3076,1276,52,2,7,Pass
