home_game,score_differential,oneScoreGame,period,seconds_remaining,secondsInHalf,yard50,yardsToGoal,down,distance,yards_gained,year,play_type
TRUE,11,FALSE,3,1650,1650,43,43,3,11,0,2013,Pass
TRUE,4,TRUE,3,1719,1719,43,43,3,8,0,2012,Pass
TRUE,22,FALSE,4,61,61,43,43,1,10,8,2010,Pass
TRUE,-35,FALSE,4,756,756,43,43,2,4,0,2012,Pass
TRUE,-35,FALSE,4,756,756,43,43,3,4,0,2012,Pass
TRUE,21,FALSE,4,340,340,43,43,1,10,9,2014,Pass
TRUE,-7,TRUE,1,3211,1411,44,44,3,8,0,2012,Pass
TRUE,7,TRUE,1,3180,1380,44,44,3,18,15,2014,Pass
TRUE,0,TRUE,1,3217,1417,44,44,1,10,10,2010,Pass
TRUE,21,FALSE,2,2519,719,44,44,2,7,16,2012,Pass
TRUE,-7,TRUE,2,2184,384,44,44,1,10,5,2010,Pass
TRUE,1,TRUE,2,2288,488,44,44,3,3,0,2014,Pass
TRUE,11,FALSE,2,2450,650,44,44,2,17,6,2010,Pass
TRUE,7,TRUE,2,2387,587,44,44,3,6,19,2011,Pass
TRUE,17,FALSE,3,1244,1244,44,44,2,7,6,2012,Pass
TRUE,-18,FALSE,3,1120,1120,44,44,1,10,0,2011,Pass
TRUE,4,TRUE,3,1719,1719,44,44,2,9,1,2012,Pass
TRUE,5,TRUE,4,658,658,44,44,3,4,14,2011,Pass
TRUE,0,TRUE,1,3166,1366,45,45,1,10,0,2012,Pass
TRUE,-7,TRUE,1,3382,1582,45,45,2,3,5,2010,Pass
TRUE,7,TRUE,1,3252,1452,45,45,1,10,4,2013,Pass
TRUE,14,FALSE,1,2893,1093,45,45,1,10,12,2013,Pass
TRUE,0,TRUE,1,3008,1208,45,45,3,4,8,2011,Pass
TRUE,0,TRUE,1,3008,1208,45,45,2,4,0,2011,Pass
TRUE,7,TRUE,2,1937,137,45,45,1,10,8,2014,Pass
TRUE,14,FALSE,2,1939,139,45,45,1,10,11,2012,Pass
TRUE,-21,FALSE,2,2577,777,45,45,3,4,9,2011,Pass
TRUE,-21,FALSE,2,2577,777,45,45,2,4,0,2011,Pass
TRUE,4,TRUE,2,1869,69,45,45,1,20,12,2010,Pass
TRUE,0,TRUE,2,2688,888,45,45,2,11,0,2012,Pass
TRUE,-3,TRUE,2,1985,185,45,45,3,6,13,2012,Pass
TRUE,0,TRUE,2,2688,888,45,45,3,11,0,2012,Pass
TRUE,18,FALSE,3,1143,1143,45,45,3,4,10,2013,Pass
TRUE,18,FALSE,3,1159,1159,45,45,3,10,21,2010,Pass
TRUE,18,FALSE,3,1159,1159,45,45,2,10,0,2010,Pass
TRUE,18,FALSE,3,1159,1159,45,45,1,10,0,2010,Pass
TRUE,-17,FALSE,3,1190,1190,45,45,2,7,6,2011,Pass
TRUE,7,TRUE,3,1155,1155,45,45,1,10,5,2011,Pass
TRUE,14,FALSE,3,1369,1369,45,45,1,10,-8,2014,Pass
TRUE,31,FALSE,4,560,560,45,45,2,6,7,2014,Pass
TRUE,4,TRUE,4,888,888,45,45,1,10,9,2013,Pass
TRUE,-7,TRUE,1,3211,1411,46,46,1,10,0,2012,Pass
TRUE,0,TRUE,1,3420,1620,46,46,2,1,5,2013,Pass
TRUE,4,TRUE,1,3128,1328,46,46,1,10,16,2013,Pass
TRUE,0,TRUE,1,3600,1800,46,46,3,12,19,2013,Pass
TRUE,4,TRUE,1,2758,958,46,46,2,4,0,2013,Pass
TRUE,0,TRUE,1,3600,1800,46,46,1,10,24,2013,Pass
TRUE,0,TRUE,1,3434,1634,46,46,2,9,0,2011,Pass
TRUE,0,TRUE,1,3425,1625,46,46,3,9,0,2011,Pass
TRUE,27,FALSE,3,1002,1002,46,46,1,10,0,2012,Pass
TRUE,3,TRUE,3,1451,1451,46,46,2,7,13,2010,Pass
TRUE,-3,TRUE,4,672,672,46,46,2,2,-3,2012,Pass
TRUE,-7,TRUE,4,115,115,46,46,2,9,16,2012,Pass
TRUE,14,FALSE,4,777,777,46,46,2,8,0,2011,Pass
TRUE,14,FALSE,4,777,777,46,46,3,8,10,2011,Pass
TRUE,-4,TRUE,4,21,21,46,46,2,10,13,2010,Pass
TRUE,-4,TRUE,4,29,29,46,46,1,10,0,2010,Pass
TRUE,0,TRUE,1,3600,1800,47,47,3,7,0,2012,Pass
TRUE,7,TRUE,1,3243,1443,47,47,1,10,11,2014,Pass
TRUE,0,TRUE,1,3600,1800,47,47,2,7,-1,2012,Pass
TRUE,0,TRUE,1,3600,1800,47,47,3,5,10,2013,Pass
TRUE,0,TRUE,1,2975,1175,47,47,1,10,21,2010,Pass
TRUE,0,TRUE,1,3475,1675,47,47,1,10,0,2010,Pass
TRUE,0,TRUE,1,3456,1656,47,47,1,10,1,2011,Pass
TRUE,10,FALSE,2,2163,363,47,47,1,10,19,2014,Pass
TRUE,0,TRUE,2,2287,487,47,47,3,8,27,2013,Pass
TRUE,0,TRUE,2,2295,495,47,47,2,8,0,2013,Pass
TRUE,11,FALSE,2,2450,650,47,47,1,10,3,2010,Pass
TRUE,21,FALSE,2,2312,512,47,47,1,10,25,2013,Pass
TRUE,-21,FALSE,2,2427,627,47,47,2,5,21,2011,Pass
TRUE,0,TRUE,2,2700,900,47,47,3,19,19,2013,Pass
TRUE,7,TRUE,3,1273,1273,47,47,1,10,6,2014,Pass
TRUE,42,FALSE,3,1212,1212,47,47,2,8,14,2013,Pass
TRUE,0,TRUE,3,1800,1800,47,47,2,5,4,2011,Pass
TRUE,4,TRUE,3,1501,1501,47,47,1,10,-1,2012,Pass
TRUE,3,TRUE,4,252,252,47,47,1,10,9,2014,Pass
TRUE,-7,TRUE,4,115,115,47,47,1,10,1,2012,Pass
TRUE,31,FALSE,4,882,882,47,47,1,10,4,2014,Pass
TRUE,4,TRUE,4,516,516,47,47,1,10,0,2013,Pass
TRUE,0,TRUE,4,900,900,47,47,2,9,0,2011,Pass
TRUE,0,TRUE,4,900,900,47,47,3,9,0,2011,Pass
TRUE,0,TRUE,1,3600,1800,48,48,2,8,1,2012,Pass
TRUE,0,TRUE,1,3600,1800,48,48,3,8,2,2012,Pass
TRUE,1,TRUE,1,2740,940,48,48,2,3,19,2014,Pass
TRUE,0,TRUE,1,3600,1800,48,48,3,13,0,2011,Pass
TRUE,0,TRUE,1,3448,1648,48,48,2,5,13,2011,Pass
TRUE,7,TRUE,2,2162,362,48,48,3,6,10,2012,Pass
TRUE,7,TRUE,2,2162,362,48,48,2,6,0,2012,Pass
TRUE,14,FALSE,2,2347,547,48,48,2,10,9,2012,Pass
TRUE,-7,TRUE,2,2461,661,48,48,2,7,10,2012,Pass
TRUE,3,TRUE,2,1800,1800,48,48,1,10,0,2010,Pass
TRUE,3,TRUE,2,1842,42,48,48,3,10,8,2010,Pass
TRUE,3,TRUE,2,1842,42,48,48,2,10,0,2010,Pass
TRUE,3,TRUE,2,2416,616,48,48,1,10,0,2014,Pass
TRUE,3,TRUE,2,2416,616,48,48,2,10,8,2014,Pass
TRUE,7,TRUE,2,2433,633,48,48,1,10,0,2011,Pass
TRUE,4,TRUE,3,1462,1462,48,48,1,10,6,2011,Pass
TRUE,11,FALSE,3,1219,1219,48,48,1,10,14,2013,Pass
TRUE,18,FALSE,3,928,928,48,48,1,10,0,2013,Pass
TRUE,0,TRUE,3,1800,1800,48,48,3,6,0,2011,Pass
TRUE,4,TRUE,3,1501,1501,48,48,3,11,6,2012,Pass
TRUE,4,TRUE,3,1501,1501,48,48,2,11,0,2012,Pass
TRUE,20,FALSE,4,900,900,48,48,3,2,13,2010,Pass
TRUE,-41,FALSE,4,194,194,48,48,1,10,11,2010,Pass
TRUE,18,FALSE,4,900,900,48,48,3,10,0,2013,Pass
TRUE,0,TRUE,4,900,900,48,48,1,10,1,2011,Pass
TRUE,-10,FALSE,4,700,700,48,48,1,10,0,2014,Pass
TRUE,-10,FALSE,4,690,690,48,48,2,10,10,2014,Pass
TRUE,0,TRUE,1,3530,1730,49,49,1,10,-2,2010,Pass
TRUE,-14,FALSE,1,3004,1204,49,49,1,10,8,2011,Pass
TRUE,0,TRUE,1,3600,1800,49,49,1,10,8,2013,Pass
TRUE,0,TRUE,1,3600,1800,49,49,2,11,0,2013,Pass
TRUE,0,TRUE,1,3600,1800,49,49,3,11,0,2013,Pass
TRUE,14,FALSE,2,2392,592,49,49,3,3,15,2012,Pass
TRUE,14,FALSE,2,2392,592,49,49,2,3,0,2012,Pass
TRUE,-3,TRUE,2,2357,557,49,49,1,10,5,2013,Pass
TRUE,1,TRUE,2,2148,348,49,49,1,10,7,2011,Pass
TRUE,7,TRUE,2,1877,77,49,49,1,10,9,2014,Pass
TRUE,0,TRUE,2,2434,634,49,49,1,10,2,2011,Pass
TRUE,-3,TRUE,2,2314,514,49,49,1,10,40,2012,Pass
TRUE,18,FALSE,3,1143,1143,49,49,2,8,4,2013,Pass
TRUE,14,FALSE,3,1659,1659,49,49,3,10,3,2014,Pass
TRUE,14,FALSE,3,1659,1659,49,49,1,10,5,2014,Pass
TRUE,-14,FALSE,3,1695,1695,49,49,3,2,-8,2014,Pass
TRUE,27,FALSE,4,560,560,49,49,2,11,9,2010,Pass
TRUE,-3,TRUE,4,672,672,49,49,3,5,0,2012,Pass
TRUE,-15,FALSE,4,20,20,49,49,3,3,12,2011,Pass
TRUE,11,FALSE,4,840,840,49,49,1,10,11,2014,Pass
TRUE,-7,TRUE,4,138,138,49,49,1,10,0,2011,Pass
TRUE,0,TRUE,1,3211,1411,50,50,1,10,2,2012,Pass
TRUE,0,TRUE,1,3519,1719,50,50,3,9,15,2014,Pass
TRUE,4,TRUE,1,2788,988,50,50,3,10,8,2010,Pass
TRUE,4,TRUE,1,2788,988,50,50,1,10,0,2010,Pass
TRUE,4,TRUE,1,2788,988,50,50,2,10,0,2010,Pass
TRUE,0,TRUE,1,3600,1800,50,50,1,10,14,2010,Pass
TRUE,14,FALSE,1,2747,947,50,50,1,10,9,2013,Pass
TRUE,0,TRUE,1,3600,1800,50,50,1,15,0,2011,Pass
TRUE,7,TRUE,2,2639,839,50,50,1,10,15,2014,Pass
TRUE,25,FALSE,2,1869,69,50,50,1,10,7,2010,Pass
TRUE,14,FALSE,2,1977,177,50,50,1,10,0,2014,Pass
TRUE,14,FALSE,2,1969,169,50,50,2,10,12,2014,Pass
TRUE,4,TRUE,2,2028,228,50,50,1,10,11,2013,Pass
TRUE,0,TRUE,2,2700,900,50,50,3,15,-3,2013,Pass
TRUE,0,TRUE,2,2700,900,50,50,2,15,0,2013,Pass
TRUE,17,FALSE,3,1710,1710,50,50,2,4,0,2012,Pass
TRUE,17,FALSE,3,1705,1705,50,50,3,4,0,2012,Pass
TRUE,3,TRUE,3,1140,1140,50,50,2,10,-5,2010,Pass
TRUE,3,TRUE,3,1140,1140,50,50,1,10,0,2010,Pass
TRUE,11,FALSE,3,955,955,50,50,1,10,9,2011,Pass
TRUE,18,FALSE,4,795,795,50,50,1,10,9,2010,Pass
TRUE,-27,FALSE,4,900,900,50,50,1,10,0,2010,Pass
TRUE,-27,FALSE,4,900,900,50,50,2,10,0,2010,Pass
TRUE,-27,FALSE,4,900,900,50,50,3,10,0,2010,Pass
TRUE,-27,FALSE,4,900,900,50,50,4,10,0,2010,Pass
TRUE,29,FALSE,4,170,170,50,50,1,10,11,2014,Pass
TRUE,5,TRUE,4,658,658,50,50,1,10,8,2011,Pass
TRUE,0,TRUE,1,3571,1771,49,51,1,10,0,2014,Pass
TRUE,0,TRUE,1,3530,1730,49,51,3,12,3,2010,Pass
TRUE,0,TRUE,1,3530,1730,49,51,2,12,0,2010,Pass
TRUE,7,TRUE,1,3207,1407,49,51,2,5,4,2010,Pass
TRUE,4,TRUE,1,3291,1491,49,51,1,10,-23,2014,Pass
TRUE,7,TRUE,1,3202,1402,49,51,2,7,8,2010,Pass
TRUE,0,TRUE,1,3008,1208,49,51,1,10,6,2011,Pass
TRUE,-7,TRUE,2,2461,661,49,51,1,10,3,2012,Pass
TRUE,-21,FALSE,2,2577,777,49,51,1,10,6,2011,Pass
TRUE,1,TRUE,2,2328,528,49,51,1,10,0,2014,Pass
TRUE,1,TRUE,2,2312,512,49,51,2,10,7,2014,Pass
TRUE,14,FALSE,2,2553,753,49,51,1,10,6,2014,Pass
TRUE,-3,TRUE,2,2108,308,49,51,3,7,12,2010,Pass
TRUE,-3,TRUE,2,2115,315,49,51,2,7,0,2010,Pass
TRUE,7,TRUE,2,2653,853,49,51,2,10,14,2013,Pass
TRUE,-5,TRUE,3,970,970,49,51,2,5,8,2010,Pass
TRUE,-3,TRUE,3,1325,1325,49,51,1,10,4,2011,Pass
TRUE,0,TRUE,3,926,926,49,51,1,10,0,2011,Pass
TRUE,11,FALSE,4,371,371,49,51,2,6,-1,2013,Pass
TRUE,25,FALSE,4,668,668,49,51,1,10,-18,2013,Pass
TRUE,0,TRUE,1,3118,1318,48,52,1,10,0,2012,Pass
TRUE,0,TRUE,1,3118,1318,48,52,2,10,37,2012,Pass
TRUE,7,TRUE,1,3261,1461,48,52,1,10,15,2012,Pass
TRUE,-7,TRUE,1,3382,1582,48,52,1,10,7,2010,Pass
TRUE,0,TRUE,1,3600,1800,48,52,2,5,4,2011,Pass
TRUE,-7,TRUE,1,3273,1473,48,52,3,10,33,2011,Pass
TRUE,7,TRUE,1,2793,993,48,52,2,9,25,2013,Pass
TRUE,4,TRUE,1,2758,958,48,52,1,10,6,2013,Pass
TRUE,0,TRUE,1,3453,1653,48,52,1,10,22,2014,Pass
TRUE,0,TRUE,1,3479,1679,48,52,2,5,0,2011,Pass
TRUE,7,TRUE,2,1803,3,48,52,4,5,8,2012,Pass
TRUE,31,FALSE,2,1837,37,48,52,3,10,23,2013,Pass
TRUE,31,FALSE,2,1837,37,48,52,1,10,0,2013,Pass
TRUE,31,FALSE,2,1837,37,48,52,2,10,0,2013,Pass
TRUE,1,TRUE,2,1829,29,48,52,3,2,0,2010,Pass
TRUE,0,TRUE,2,2029,229,48,52,2,10,11,2013,Pass
TRUE,0,TRUE,3,1800,1800,48,52,1,10,5,2011,Pass
TRUE,-41,FALSE,4,194,194,48,52,2,2,0,2010,Pass
TRUE,-34,FALSE,4,463,463,48,52,3,6,0,2010,Pass
TRUE,-34,FALSE,4,463,463,48,52,4,6,0,2010,Pass
TRUE,29,FALSE,4,872,872,48,52,1,10,13,2014,Pass
TRUE,11,FALSE,4,322,322,48,52,3,7,23,2013,Pass
TRUE,-14,FALSE,4,518,518,48,52,3,5,12,2010,Pass
TRUE,-14,FALSE,4,518,518,48,52,2,5,0,2010,Pass
TRUE,7,TRUE,1,2718,918,47,53,1,10,0,2014,Pass
TRUE,7,TRUE,1,2711,911,47,53,2,10,0,2014,Pass
TRUE,7,TRUE,1,2702,902,47,53,3,10,10,2014,Pass
TRUE,0,TRUE,1,3214,1414,47,53,2,8,13,2014,Pass
TRUE,3,TRUE,1,3086,1286,47,53,1,10,0,2014,Pass
TRUE,3,TRUE,1,3086,1286,47,53,2,10,0,2014,Pass
TRUE,3,TRUE,1,3086,1286,47,53,3,10,6,2014,Pass
TRUE,0,TRUE,1,3448,1648,47,53,1,10,5,2011,Pass
TRUE,7,TRUE,2,1836,36,47,53,1,10,0,2010,Pass
TRUE,11,FALSE,3,1422,1422,47,53,1,10,0,2013,Pass
TRUE,27,FALSE,4,324,324,47,53,3,13,4,2010,Pass
TRUE,-3,TRUE,4,179,179,47,53,2,5,31,2010,Pass
TRUE,14,FALSE,4,591,591,47,53,2,11,1,2011,Pass
TRUE,14,FALSE,4,606,606,47,53,1,10,8,2014,Pass
TRUE,0,TRUE,1,3166,1366,46,54,2,8,0,2012,Pass
TRUE,0,TRUE,1,3600,1800,46,54,2,8,6,2012,Pass
TRUE,14,FALSE,1,2715,915,46,54,1,10,0,2012,Pass
TRUE,0,TRUE,1,3600,1800,46,54,3,3,19,2010,Pass
TRUE,-7,TRUE,1,2950,1150,46,54,1,10,10,2012,Pass
TRUE,0,TRUE,2,2010,210,46,54,1,10,-2,2010,Pass
TRUE,14,FALSE,2,2695,895,46,54,3,10,0,2012,Pass
TRUE,-7,TRUE,2,2470,670,46,54,2,6,0,2010,Pass
TRUE,-7,TRUE,2,2470,670,46,54,3,6,0,2010,Pass
TRUE,14,FALSE,2,2589,789,46,54,2,5,0,2010,Pass
TRUE,0,TRUE,2,1800,1800,46,54,1,10,24,2013,Pass
TRUE,10,FALSE,3,1800,1800,46,54,1,10,11,2010,Pass
TRUE,-17,FALSE,3,1280,1280,46,54,1,10,0,2014,Pass
TRUE,-17,FALSE,3,1275,1275,46,54,2,10,0,2014,Pass
TRUE,-17,FALSE,3,1270,1270,46,54,3,10,0,2014,Pass
TRUE,-3,TRUE,4,672,672,46,54,1,10,8,2012,Pass
TRUE,-34,FALSE,4,463,463,46,54,2,8,2,2010,Pass
TRUE,-7,TRUE,4,159,159,46,54,2,2,6,2010,Pass
TRUE,14,FALSE,4,249,249,46,54,2,8,29,2011,Pass
TRUE,21,FALSE,4,340,340,46,54,1,10,11,2014,Pass
TRUE,-3,TRUE,4,562,562,46,54,1,10,0,2013,Pass
TRUE,7,TRUE,1,3544,1744,45,55,2,1,55,2014,Pass
TRUE,-7,TRUE,1,3315,1515,45,55,2,12,12,2014,Pass
TRUE,0,TRUE,1,3441,1641,45,55,1,10,9,2013,Pass
TRUE,7,TRUE,1,3390,1590,45,55,3,6,10,2011,Pass
TRUE,7,TRUE,1,3397,1597,45,55,2,6,0,2011,Pass
TRUE,13,FALSE,1,2760,960,45,55,1,10,55,2013,Pass
TRUE,0,TRUE,1,3362,1562,45,55,2,7,0,2012,Pass
TRUE,0,TRUE,1,3362,1562,45,55,3,7,0,2012,Pass
TRUE,21,FALSE,2,2519,719,45,55,3,8,8,2012,Pass
TRUE,18,FALSE,2,2620,820,45,55,2,5,10,2010,Pass
TRUE,-7,TRUE,2,2184,384,45,55,2,4,11,2010,Pass
TRUE,-3,TRUE,2,1945,145,45,55,3,4,17,2013,Pass
TRUE,7,TRUE,2,2362,562,45,55,3,9,-6,2014,Pass
TRUE,4,TRUE,2,1821,21,45,55,1,10,0,2011,Pass
TRUE,3,TRUE,3,1089,1089,45,55,3,15,0,2010,Pass
TRUE,11,FALSE,4,371,371,45,55,1,10,4,2013,Pass
TRUE,-27,FALSE,4,536,536,45,55,3,8,0,2011,Pass
TRUE,-7,TRUE,1,2964,1164,44,56,2,10,-2,2012,Pass
TRUE,-7,TRUE,1,2964,1164,44,56,1,10,0,2012,Pass
TRUE,-6,TRUE,1,2980,1180,44,56,1,10,22,2014,Pass
TRUE,0,TRUE,1,3600,1800,44,56,1,10,0,2014,Pass
TRUE,0,TRUE,1,3600,1800,44,56,2,10,0,2014,Pass
TRUE,0,TRUE,1,3179,1379,44,56,2,8,0,2011,Pass
TRUE,0,TRUE,1,3600,1800,44,56,2,5,7,2013,Pass
TRUE,20,FALSE,3,993,993,44,56,1,10,0,2010,Pass
TRUE,17,FALSE,3,1729,1729,44,56,1,10,6,2012,Pass
TRUE,-25,FALSE,3,1558,1558,44,56,2,2,19,2011,Pass
TRUE,24,FALSE,3,1429,1429,44,56,3,1,14,2014,Pass
TRUE,0,TRUE,3,1078,1078,44,56,1,10,37,2013,Pass
TRUE,-6,TRUE,3,1350,1350,44,56,1,10,9,2010,Pass
TRUE,0,TRUE,3,910,910,44,56,2,15,-1,2011,Pass
TRUE,-15,FALSE,4,66,66,44,56,2,10,7,2011,Pass
TRUE,-15,FALSE,4,66,66,44,56,1,10,0,2011,Pass
TRUE,-4,TRUE,4,41,41,44,56,2,10,10,2010,Pass
TRUE,7,TRUE,1,3518,1718,43,57,3,9,13,2013,Pass
TRUE,-7,TRUE,1,3273,1473,43,57,2,15,5,2011,Pass
TRUE,4,TRUE,1,3128,1328,43,57,1,10,11,2013,Pass
TRUE,0,TRUE,1,3600,1800,43,57,2,10,48,2010,Pass
TRUE,0,TRUE,1,3600,1800,43,57,1,10,0,2010,Pass
TRUE,0,TRUE,1,3518,1718,43,57,2,9,0,2010,Pass
TRUE,0,TRUE,1,3515,1715,43,57,1,10,5,2011,Pass
TRUE,15,FALSE,2,2048,248,43,57,2,8,7,2013,Pass
TRUE,14,FALSE,2,2700,900,43,57,2,8,-2,2012,Pass
TRUE,7,TRUE,2,1826,26,43,57,3,10,5,2012,Pass
TRUE,7,TRUE,2,1826,26,43,57,1,10,0,2012,Pass
TRUE,7,TRUE,2,1826,26,43,57,2,10,0,2012,Pass
TRUE,7,TRUE,2,2560,760,43,57,3,6,11,2013,Pass
TRUE,4,TRUE,3,1631,1631,43,57,1,10,-1,2012,Pass
TRUE,-20,FALSE,3,1047,1047,43,57,1,10,8,2010,Pass
TRUE,3,TRUE,3,1451,1451,43,57,2,10,8,2010,Pass
TRUE,3,TRUE,3,1451,1451,43,57,3,7,18,2010,Pass
TRUE,3,TRUE,3,1647,1647,43,57,1,10,0,2010,Pass
TRUE,4,TRUE,3,1482,1482,43,57,1,10,21,2013,Pass
TRUE,4,TRUE,3,1501,1501,43,57,2,10,10,2012,Pass
TRUE,-3,TRUE,4,672,672,43,57,2,2,3,2012,Pass
TRUE,4,TRUE,4,891,891,43,57,2,10,0,2012,Pass
TRUE,-22,FALSE,4,415,415,43,57,1,10,8,2011,Pass
TRUE,-27,FALSE,4,615,615,43,57,1,10,0,2011,Pass
TRUE,-3,TRUE,4,224,224,43,57,1,10,22,2014,Pass
TRUE,11,FALSE,4,440,440,43,57,3,5,7,2012,Pass
TRUE,0,TRUE,4,893,893,43,57,3,16,3,2011,Pass
TRUE,-7,TRUE,4,130,130,43,57,2,18,0,2011,Pass
TRUE,-7,TRUE,4,124,124,43,57,3,18,0,2011,Pass
TRUE,-7,TRUE,4,118,118,43,57,4,18,0,2011,Pass
TRUE,-7,TRUE,1,2964,1164,42,58,3,12,12,2012,Pass
TRUE,0,TRUE,1,3518,1718,42,58,1,10,0,2013,Pass
TRUE,0,TRUE,1,3600,1800,42,58,2,5,8,2010,Pass
TRUE,-7,TRUE,2,2470,670,42,58,1,10,4,2010,Pass
TRUE,-6,TRUE,2,2477,677,42,58,2,4,10,2014,Pass
TRUE,0,TRUE,2,2434,634,42,58,2,6,9,2011,Pass
TRUE,0,TRUE,2,2688,888,42,58,1,10,14,2012,Pass
TRUE,4,TRUE,3,1631,1631,42,58,2,11,25,2012,Pass
TRUE,0,TRUE,3,1566,1566,42,58,2,6,19,2012,Pass
TRUE,-28,FALSE,3,1055,1055,42,58,1,10,10,2012,Pass
TRUE,11,FALSE,3,1219,1219,42,58,2,3,10,2013,Pass
TRUE,13,FALSE,4,249,249,42,58,3,11,0,2012,Pass
TRUE,-34,FALSE,4,676,676,42,58,1,10,7,2010,Pass
TRUE,-27,FALSE,4,180,180,42,58,3,8,17,2011,Pass
TRUE,-1,TRUE,1,3246,1446,41,59,3,10,59,2012,Pass
TRUE,0,TRUE,1,3600,1800,41,59,2,8,5,2010,Pass
TRUE,0,TRUE,1,3600,1800,41,59,1,10,15,2013,Pass
TRUE,0,TRUE,1,3600,1800,41,59,2,8,0,2014,Pass
TRUE,0,TRUE,1,3600,1800,41,59,3,8,7,2014,Pass
TRUE,0,TRUE,1,2712,912,41,59,3,5,-1,2013,Pass
TRUE,14,FALSE,2,2700,900,41,59,3,10,50,2012,Pass
TRUE,-21,FALSE,2,2460,660,41,59,3,5,7,2011,Pass
TRUE,4,TRUE,2,2204,404,41,59,3,4,0,2013,Pass
TRUE,-3,TRUE,2,1985,185,41,59,1,20,2,2012,Pass
TRUE,0,TRUE,2,2700,900,41,59,1,10,14,2013,Pass
TRUE,8,FALSE,3,994,994,41,59,1,10,0,2012,Pass
TRUE,21,FALSE,3,1800,1800,41,59,1,10,0,2012,Pass
TRUE,21,FALSE,4,340,340,41,59,2,5,5,2014,Pass
TRUE,0,TRUE,4,900,900,41,59,2,6,11,2011,Pass
TRUE,-17,FALSE,4,815,815,41,59,2,7,22,2014,Pass
TRUE,4,TRUE,1,2844,1044,40,60,1,10,0,2010,Pass
TRUE,7,TRUE,1,3207,1407,40,60,2,2,4,2010,Pass
TRUE,7,TRUE,1,2847,1047,40,60,2,7,7,2013,Pass
TRUE,-7,TRUE,1,3050,1250,40,60,1,10,0,2011,Pass
TRUE,-3,TRUE,1,3224,1424,40,60,1,10,9,2014,Pass
TRUE,0,TRUE,1,3600,1800,40,60,3,2,0,2012,Pass
TRUE,7,TRUE,2,2212,412,40,60,3,6,0,2014,Pass
TRUE,14,FALSE,2,2090,290,40,60,2,11,2,2012,Pass
TRUE,18,FALSE,2,2620,820,40,60,1,10,5,2010,Pass
TRUE,25,FALSE,2,1869,69,40,60,1,10,6,2010,Pass
TRUE,3,TRUE,2,2646,846,40,60,2,16,0,2014,Pass
TRUE,3,TRUE,2,2646,846,40,60,3,16,-3,2014,Pass
TRUE,-3,TRUE,2,2442,642,40,60,1,10,0,2013,Pass
TRUE,11,FALSE,2,2152,352,40,60,3,2,0,2010,Pass
TRUE,21,FALSE,2,2312,512,40,60,1,10,13,2013,Pass
TRUE,7,TRUE,2,2362,562,40,60,2,14,5,2014,Pass
TRUE,3,TRUE,2,2597,797,40,60,2,24,12,2011,Pass
TRUE,0,TRUE,2,2029,229,40,60,3,2,8,2013,Pass
TRUE,4,TRUE,3,1282,1282,40,60,1,10,0,2012,Pass
TRUE,0,TRUE,3,1097,1097,40,60,3,2,4,2013,Pass
TRUE,27,FALSE,4,324,324,40,60,1,20,4,2010,Pass
TRUE,18,FALSE,4,795,795,40,60,2,10,7,2010,Pass
TRUE,18,FALSE,4,795,795,40,60,1,10,0,2010,Pass
TRUE,-41,FALSE,4,194,194,40,60,1,10,5,2010,Pass
TRUE,14,FALSE,4,777,777,40,60,1,10,12,2011,Pass
TRUE,-4,TRUE,4,450,450,40,60,2,1,0,2010,Pass
TRUE,6,TRUE,4,229,229,40,60,3,2,4,2011,Pass
TRUE,11,FALSE,4,322,322,40,60,3,13,0,2012,Pass
TRUE,-3,TRUE,4,562,562,40,60,3,5,6,2013,Pass
TRUE,-14,FALSE,1,2963,1163,39,61,2,10,14,2012,Pass
TRUE,-14,FALSE,1,2963,1163,39,61,1,10,0,2012,Pass
TRUE,-7,TRUE,1,3273,1473,39,61,2,7,9,2011,Pass
TRUE,0,TRUE,1,3600,1800,39,61,3,15,0,2014,Pass
TRUE,-7,TRUE,1,3016,1216,39,61,3,11,0,2011,Pass
TRUE,0,TRUE,1,3600,1800,39,61,1,10,5,2013,Pass
TRUE,0,TRUE,1,3302,1502,39,61,2,10,12,2013,Pass
TRUE,0,TRUE,1,3302,1502,39,61,1,10,0,2013,Pass
TRUE,7,TRUE,2,2602,802,39,61,1,10,0,2013,Pass
TRUE,-3,TRUE,2,1945,145,39,61,1,10,0,2013,Pass
TRUE,4,TRUE,2,1829,29,39,61,1,10,0,2011,Pass
TRUE,17,FALSE,3,1244,1244,39,61,2,10,14,2012,Pass
TRUE,17,FALSE,3,1244,1244,39,61,1,10,0,2012,Pass
TRUE,3,TRUE,3,1451,1451,39,61,2,11,4,2010,Pass
TRUE,-18,FALSE,3,1120,1120,39,61,1,10,17,2011,Pass
TRUE,22,FALSE,3,1083,1083,39,61,2,11,24,2014,Pass
TRUE,-14,FALSE,3,978,978,39,61,2,7,11,2010,Pass
TRUE,14,FALSE,3,1034,1034,39,61,1,10,0,2014,Pass
TRUE,14,FALSE,3,1034,1034,39,61,2,10,27,2014,Pass
TRUE,14,FALSE,4,591,591,39,61,3,9,9,2011,Pass
TRUE,14,FALSE,4,591,591,39,61,2,9,0,2011,Pass
TRUE,7,TRUE,1,2738,938,38,62,2,9,0,2014,Pass
TRUE,7,TRUE,1,2730,930,38,62,3,9,9,2014,Pass
